kood,kasRegistrivara,arveleVoetud,ads_oid,x,y,ehrKood,peamineKasutusTekst,seisundTekst,kasulikPind,energiamargis,margiseAeg,aadresstekst
KV1060H1,true,"1995-12-20",ME01963925,6589497.33,542358.74,"101037175","Büroohoone","kasutusel",6248.7,"F","2014-05-07","Harju maakond, Tallinn, Kesklinna linnaosa, Lai tn 39 // 41"
KV1061H1,true,"1997-03-24",ME02058651,6585883.4,540286.09,"120606318","Ülikooli, rakenduskõrgkooli õppehoone","kasutusel",8380.6,"C","","Harju maakond, Tallinn, Kristiine linnaosa, Kännu tn 67"
KV1065H1,true,"1997-01-15",ME01108865,6474261.68,658972.23,"120246087","Kutseõppeasutuse õppehoone","kasutusel",3867.8,"","","Tartu maakond, Tartu linn, Lossi tn 15"
KV1073H12,true,"2007-02-22",ME01715495,6559351.86,569268.94,"120230506","Sisekaitse- või kaitseväehoone","kasutusel",830.0,"G","","Harju maakond, Kose vald, Vardja küla, Pritsu"
KV1076H3,true,"2014-06-09",ME00769941,6474313.83,658419.21,"104037452","Büroohoone","kasutusel",583.9,"H","","Tartu maakond, Tartu linn, Veski tn 23"
KV1078H1,true,"2012-01-17",ME00650894,6589353.71,544489.64,"101033562","Administratiivhoone","kasutusel",458.8,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Lahe tn 6"
KV1078H2,true,"2012-01-17",ME00650899,6589385.77,544499.66,"101033568","Administratiivhoone","kasutusel",816.7,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Lahe tn 6"
KV10790H1,true,"2011-03-09",ME00659608,6587842.87,543811.78,"101044001","Administratiivhoone","kasutusel",3975.1,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Filtri tee 5"
KV10930H2,true,"2013-04-19",EE00641040,6587309.0,541151.93,"101021517","Ühiselamu üliõpilastele või õpilastele","kasutusel",3345.0,"C","","Harju maakond, Tallinn, Kristiine linnaosa, Nõmme tee 5"
KV10931H1,true,"2003-06-19",EE00911879,6540214.12,545720.65,"109017162","Muu kolme või enama korteriga elamu","kasutusel",3236.3,"E","2009-05-04","Rapla maakond, Rapla vald, Rapla linn, Mahlamäe tn 8"
KV10932H1,true,"1997-06-25",EE00706640,6471718.75,529270.15,"103017002","Büroohoone","kasutusel",220.0,"H","","Pärnu maakond, Pärnu linn, Uus tn 3a"
KV10941H1,true,"1997-02-20",ME01657653,6588916.74,541604.98,"101039106","Administratiivhoone","kasutusel",1966.0,"E","2012-09-27","Harju maakond, Tallinn, Kesklinna linnaosa, Toompuiestee 24"
KV10943H1,true,"1998-01-13",ME00757068,6473893.09,659058.25,"104023497","Büroohoone","kasutusel",1949.0,"E","2009-09-29","Tartu maakond, Tartu linn, Akadeemia tn 4"
KV1095H2,true,"2014-06-09",ME00686256,6584265.04,695104.82,"102033733","Administratiivhoone","kasutusel",416.2,"G","","Ida-Viru maakond, Jõhvi vald, Jõhvi linn, Pargi tn 54"
KV1096H1,true,"1995-12-20",ME01087750,6586576.32,541359.27,"120221753","Büroohoone","kasutusel",959.0,"F","2014-05-13","Harju maakond, Tallinn, Kristiine linnaosa, Västriku tn 2b"
KV1102H10,true,"1999-06-22",EE00862297,6529208.94,590265.85,"107014561","Ühiselamu üliõpilastele või õpilastele","kasutusel",2070.3,"","","Järva maakond, Paide linn, Soo tn 25"
KV1102H11,true,"1999-06-22",EE00862296,6529254.08,590284.9,"107014560","Ühiselamu üliõpilastele või õpilastele","kasutusel",2244.3,"","","Järva maakond, Paide linn, Soo tn 27"
KV1102H13,true,"2000-03-06",ME00840475,6529166.02,590390.09,"107006389","Kutseõppeasutuse õppehoone","kasutusel",2322.9,"C","2015-09-24","Järva maakond, Paide linn, Tallinna tn 46/1"
KV1102H16,true,"2012-12-11",EE02173378,6529241.93,590393.18,"120626615","Ühiselamu üliõpilastele või õpilastele","kasutusel",3985.0,"C","2015-09-24","Järva maakond, Paide linn, Tallinna tn 46/2"
KV1102H2,true,"1997-01-17",ME00840478,6529095.02,590373.62,"107006391","Kutseõppeasutuse õppehoone","kasutusel",1595.6,"","","Järva maakond, Paide linn, Tallinna tn 46/4"
KV1102H4,true,"1997-01-17",ME00840476,6529137.46,590371.83,"107006390","Kutseõppeasutuse õppehoone","kasutusel",1257.7,"","","Järva maakond, Paide linn, Tallinna tn 46/3"
KV11049H1,true,"1997-11-04",ME01012392,6412272.2,678401.58,"113028489","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",68.9,"","","Võru maakond, Võru linn, Männiku tn 22a"
KV11049H2,true,"1997-11-04",ME01012379,6412277.57,678370.26,"113028486","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",28.2,"","","Võru maakond, Võru linn, Männiku tn 22a"
KV11049H3,true,"1997-11-04",ME01012384,6412279.24,678424.97,"113028487","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",121.9,"","","Võru maakond, Võru linn, Männiku tn 22a"
KV11075H2,true,"2014-06-25",EE01096216,6594782.07,548180.75,"120227963","Üldhooldekodu","kasutusel",5397.0,"E","","Harju maakond, Tallinn, Pirita linnaosa, Ranniku tee 48"
KV11096H1,true,"1997-10-21",ME01847548,6453714.73,401353.96,"106025781","Muu lühiajalise majutuse hoone","kasutusel",193.1,"","","Saare maakond, Lääne-Saare vald, Mändjala küla, Jahimaja"
KV11096H2,true,"1997-10-21",ME01847549,6453690.61,401442.2,"106025782","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",49.8,"","","Saare maakond, Lääne-Saare vald, Mändjala küla, Jahimaja"
KV1116H1,true,"1997-01-28",ME01965856,6589062.03,545640.35,"120598242","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","kasutusel",341.0,"","","Harju maakond, Tallinn, Lasnamäe linnaosa, Uuslinna tn 10"
KV1116H2,true,"1997-11-05",ME01965530,6589100.01,545751.08,"120223116","Kutseõppeasutuse õppehoone","kasutusel",18090.9,"C","2013-09-18","Harju maakond, Tallinn, Lasnamäe linnaosa, Uuslinna tn 10"
KV1120H2,true,"2005-12-09",ME00656773,6589106.46,541924.95,"101040554","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",177.1,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Kiriku tn 6"
KV1126H1,true,"1996-11-07",ME00640751,6588975.4,541885.91,"101021151","Kutseõppeasutuse õppehoone","kasutusel",1823.1,"C","","Harju maakond, Tallinn, Kesklinna linnaosa, Toom-Kooli tn 11"
KV1127H3,true,"2017-01-20",ME02156218,6571903.17,537628.38,"116046742","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",12.1,"","","Harju maakond, Saku vald, Kasemetsa küla, Saku katsepunkt"
KV1137H1,true,"2012-10-31",ME03325930,6537575.58,542317.97,"120691866","Teraviljakuivati","kasutusel",138.0,"","","Rapla maakond, Rapla vald, Iira küla, Kuivati"
KV1137H2,true,"2012-10-31",ME01961879,6537598.98,541943.92,"109022276","Teadus- ja metoodikaasutuse hoone","kasutusel",77.7,"","","Rapla maakond, Rapla vald, Kuusiku alevik, Kuuseheki tn 6"
KV1137H3,true,"2012-10-31",ME01964036,6537565.87,541974.07,"120247495","Garaaž","kasutusel",451.6,"","","Rapla maakond, Rapla vald, Kuusiku alevik, Kuuseheki tn 6"
KV1137H4,true,"2012-10-31",ME03325931,6537283.55,541713.25,"120691868","Mineraalväetiste või taimekaitsevahendite hoidla","kasutusel",480.0,"","","Rapla maakond, Rapla vald, Kuusiku alevik, Sireli tn 1"
KV1140H2,true,"2014-06-09",ME00929012,6539889.94,547451.85,"109024200","Büroohoone","kasutusel",267.0,"F","","Rapla maakond, Rapla vald, Rapla linn, Savi tn 4"
KV1142H1,true,"1996-01-02",ME00798710,6458145.54,410960.81,"106003326","Büroohoone","kasutusel",535.2,"G","2014-05-08","Saare maakond, Kuressaare linn, Kohtu tn 10"
KV1144H1,true,"1996-12-20",ME01167092,6521821.45,429595.01,"115002762","Büroohoone","kasutusel",206.7,"","","Hiiu maakond, Käina vald, Käina alevik, Hiiu mnt 3"
KV1144H2,true,"1995-12-20",ME01167094,6521837.26,429575.81,"115002763","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",116.4,"","","Hiiu maakond, Käina vald, Käina alevik, Hiiu mnt 3"
KV1145H1,true,"2004-03-17",ME00779441,6470376.28,660832.43,"104047675","Karistusasutuse hoone, vangla või koloonia","kasutusel",8285.0,"","","Tartu maakond, Tartu linn, Turu tn 56"
KV1145H2,true,"2004-03-17",ME00779445,6470375.76,660758.96,"104047679","Karistusasutuse hoone, vangla või koloonia","kasutusel",208.0,"","","Tartu maakond, Tartu linn, Turu tn 56"
KV1145H3,true,"2004-03-17",ME00779442,6470329.03,660701.66,"104047676","Karistusasutuse hoone, vangla või koloonia","kasutusel",4485.0,"","","Tartu maakond, Tartu linn, Turu tn 56"
KV1145H4,true,"2004-03-17",ME00779443,6470462.11,660621.48,"104047677","Karistusasutuse hoone, vangla või koloonia","kasutusel",466.0,"","","Tartu maakond, Tartu linn, Turu tn 56"
KV1145H5,true,"2004-03-17",ME00779440,6470413.76,660738.06,"104047674","Karistusasutuse hoone, vangla või koloonia","kasutusel",8340.0,"","","Tartu maakond, Tartu linn, Turu tn 56"
KV1145H6,true,"2004-03-17",ME00779444,6470286.95,660772.77,"104047678","Karistusasutuse hoone, vangla või koloonia","kasutusel",822.0,"","","Tartu maakond, Tartu linn, Turu tn 56"
KV11499H1,true,"1998-12-28",ME01854003,6508342.36,489327.01,"105014156","Büroohoone","kasutusel",844.6,"E","","Lääne maakond, Lihula vald, Penijõe küla, Penijõe mõis"
KV11501H1,true,"1995-12-12",EE01925964,6470246.71,593364.27,"112017268","Administratiivhoone","kasutusel",2375.0,"","","Viljandi maakond, Viljandi linn, Vabaduse plats 6"
KV11619H1,true,"1998-03-03",ME00870277,6445413.24,706038.63,"110021240","Kaevumaja","kasutusel",29.5,"","","Põlva maakond, Räpina vald, Raigla küla, Taimla"
KV11619H2,true,"1998-10-20",ME00870271,6445294.17,705825.66,"110021237","Büroohoone","kasutusel",85.0,"","","Põlva maakond, Räpina vald, Raigla küla, Taimla"
KV11619H3,true,"2001-12-21",ME00870273,6445293.57,705849.42,"110021238","Muu tööstuse laohoone","kasutusel",112.2,"","","Põlva maakond, Räpina vald, Raigla küla, Taimla"
KV11619H4,true,"1998-03-03",ME00870274,6445298.51,705757.84,"110021239","Kaevumaja","kasutusel",7.3,"","","Põlva maakond, Räpina vald, Raigla küla, Taimla"
KV11689H1,true,"1998-02-23",ME01925984,6476869.1,485120.07,"103026238","Büroohoone","kasutusel",306.9,"E","","Pärnu maakond, Varbla vald, Varbla küla, Varbla kontor"
KV1189H1,true,"1996-12-06",ME00632722,6582328.7,538971.42,"101009291","Hotell","kasutusel",571.1,"","","Harju maakond, Tallinn, Nõmme linnaosa, Kaare tn 6"
KV1189H2,true,"1999-01-28",EE00632723,6582325.86,538988.61,"101009292","Üksikelamu","kasutusel",102.7,"","","Harju maakond, Tallinn, Nõmme linnaosa, Kaare tn 8"
KV1192H5,true,"2012-02-07",ME01650040,6455210.17,616576.81,"112011747","Büroohoone","kasutusel",215.7,"","","Viljandi maakond, Tarvastu vald, Kivilõppe küla, Kivilõppe kalakaitsekordon"
KV1201H1,true,"1997-09-22",ME00642294,6588922.78,541902.64,"101023149","Büroohoone","kasutusel",342.3,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Toom-Kooli tn 5"
KV1203H1,true,"1997-04-17",ME00769906,6474013.74,658989.08,"104037412","Muuseum","kasutusel",1266.1,"","","Tartu maakond, Tartu linn, Vallikraavi tn 14"
KV12044H1,true,"1999-04-16",ME03258676,6535262.02,472840.78,"105001111","Büroohoone","kasutusel",196.7,"","","Lääne maakond, Haapsalu linn, Sadama tn 31"
KV12046H1,true,"1997-08-22",EE03214089,6589702.41,715442.27,"102026026","Kutseõppeasutuse õppehoone","kasutusel",16594.0,"C","2014-09-10","Ida-Viru maakond, Sillamäe linn, Tallinna mnt 13"
KV12047H1,true,"1997-08-22",ME00667379,6589120.69,690083.06,"102010708","Kutseõppeasutuse õppehoone","kasutusel",1341.7,"F","","Ida-Viru maakond, Kohtla-Järve linn, Kukruse linnaosa, Lehe tn 12"
KV12047H2,true,"1997-08-22",ME00667380,6589162.57,690066.12,"102010709","Spordihall, võimla (kohtadega pealtvaatajatele)","kasutusel",122.6,"","","Ida-Viru maakond, Kohtla-Järve linn, Kukruse linnaosa, Lehe tn 12/1"
KV12047H3,true,"2000-01-18",ME00667381,6589099.38,690106.7,"102010710","Muu transpordihoone, nagu näiteks tuletorn","kasutusel",320.6,"","","Ida-Viru maakond, Kohtla-Järve linn, Kukruse linnaosa, Lehe tn 12"
KV12048H1,true,"1997-04-25",ME01652547,6460985.02,644699.32,"104038806","Muu büroo- või administratiivhoone","kasutusel",2946.3,"F","","Tartu maakond, Nõo vald, Tõravere alevik, Observatooriumi tn 1"
KV12048H10,true,"1997-04-25",ME01652552,6460939.98,644626.93,"104038815","Muu erihoone","kasutusel",24.5,"","","Tartu maakond, Nõo vald, Tõravere alevik, Observatooriumi tn 1 // Torni tn 6"
KV12048H2,true,"1997-04-25",ME01652558,6460983.72,644331.32,"104038824","Muu erihoone","kasutusel",753.6,"","","Tartu maakond, Nõo vald, Tõravere alevik, Torni tn 6"
KV12048H3,true,"1997-04-25",ME01652557,6460949.49,644578.92,"104038820","Muu erihoone","kasutusel",118.4,"","","Tartu maakond, Nõo vald, Tõravere alevik, Observatooriumi tn 1 // Torni tn 6"
KV12048H4,true,"1997-04-25",ME01652559,6461025.58,644334.21,"104038826","Muu erihoone","kasutusel",190.1,"","","Tartu maakond, Nõo vald, Tõravere alevik, Observatooriumi tn 1 // Torni tn 6"
KV12048H5,true,"1997-04-25",ME01652556,6460879.05,644580.4,"104038819","Muu erihoone","kasutusel",59.9,"","","Tartu maakond, Nõo vald, Tõravere alevik, Observatooriumi tn 1 // Torni tn 6"
KV12048H6,true,"1997-04-25",ME01652560,6461005.76,644408.44,"104038827","Muu erihoone","kasutusel",68.2,"","","Tartu maakond, Nõo vald, Tõravere alevik, Observatooriumi tn 1 // Torni tn 6"
KV12048H7,true,"1997-04-25",ME01652554,6460796.06,644587.29,"104038817","Muu erihoone","kasutusel",31.1,"","","Tartu maakond, Nõo vald, Tõravere alevik, Observatooriumi tn 1 // Torni tn 6"
KV12048H8,true,"1997-04-25",ME01652555,6460830.3,644548.25,"104038818","Muu erihoone","kasutusel",31.1,"","","Tartu maakond, Nõo vald, Tõravere alevik, Observatooriumi tn 1 // Torni tn 6"
KV12048H9,true,"1997-04-25",ME01652553,6460891.14,644675.56,"104038816","Muu erihoone","kasutusel",24.5,"","","Tartu maakond, Nõo vald, Tõravere alevik, Observatooriumi tn 1 // Torni tn 6"
KV1204H1,true,"1997-05-16",ME01172646,6540932.04,428418.95,"115004682","Muu tervishoiuhoone, nagu näiteks vereülekandejaam","kasutusel",118.2,"","","Hiiu maakond, Hiiu vald, Kärdla linn, Uus tn 16"
KV12075H1,true,"1998-01-21",EE03146773,6451248.61,591744.8,"117002776","Büroohoone","kasutusel",258.9,"","","Viljandi maakond, Halliste vald, Kalvre küla, Laane/1"
KV12076H1,true,"2000-06-28",ME02088567,6447188.73,551648.6,"103031695","Muu lühiajalise majutuse hoone","kasutusel",245.0,"","","Pärnu maakond, Saarde vald, Lodja küla, Lodja jahimaja"
KV1207H3,true,"2012-02-01",ME00915256,6581742.91,634282.27,"108009548","Büroohoone","kasutusel",1045.2,"G","","Lääne-Viru maakond, Rakvere linn, Tallinna tn 30"
KV1207H4,true,"2012-02-01",ME00915258,6581712.06,634302.91,"108009549","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","lammutatud",38.4,"","","Lääne-Viru maakond, Rakvere linn, Tallinna tn 30"
KV12099H1,true,"1997-08-22",ME01023968,6587812.77,738059.0,"118010313","Kutseõppeasutuse õppehoone","kasutusel",10226.3,"F","","Ida-Viru maakond, Narva linn, Kreenholmi tn 45"
KV12101H11,true,"2015-11-09",ME03267295,6577767.94,722488.45,"120550286","Hoone loodushoiu- või puhastusseadmetele","ehitamisel",41.2,"","","Ida-Viru maakond, Vaivara vald, Auvere küla, Kauri"
KV12101H6,true,"2008-10-07",ME03267295,6577767.94,722488.45,"120550286","Hoone loodushoiu- või puhastusseadmetele","ehitamisel",41.2,"","","Ida-Viru maakond, Vaivara vald, Auvere küla, Kauri"
KV12126H4,true,"2014-06-20",EE00800023,6457600.74,410787.83,"106004781","Koolkodu","kasutusel",831.0,"","","Saare maakond, Kuressaare linn, Pargi tn 2"
KV1230H2,true,"1997-03-24",ME00664781,6584636.24,694634.88,"102006740","Teadus- ja metoodikaasutuse hoone","kasutusel",2534.2,"E","2009-11-23","Ida-Viru maakond, Jõhvi vald, Jõhvi linn, Pargi tn 15"
KV1231H2,true,"2014-06-25",ME00679373,6584958.46,694031.21,"102025219","Administratiivhoone","kasutusel",2650.4,"","","Ida-Viru maakond, Jõhvi vald, Jõhvi linn, Keskväljak 1"
KV12341H2,true,"1998-01-06",ME02040787,6507715.85,649770.04,"120604695","Muuseum","kasutusel",485.6,"","","Jõgeva maakond, Palamuse vald, Palamuse alevik, Köstri allee 3"
KV12341H4,true,"2004-04-01",ME01106345,6507684.87,649804.66,"120244902","Muuseum","kasutusel",27.1,"","","Jõgeva maakond, Palamuse vald, Palamuse alevik, Köstri allee 3"
KV12341H5,true,"2004-04-01",ME01105682,6507734.2,649820.73,"120244519","Muuseum","kasutusel",115.3,"","","Jõgeva maakond, Palamuse vald, Palamuse alevik, Köstri allee 3"
KV12349H5,true,"1996-12-13",ME01867653,6533066.85,543671.08,"120276701","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","kasutusel",444.9,"","","Rapla maakond, Raikküla vald, Raikküla, Raikküla kooli"
KV12364H1,true,"1998-01-09",EE01062162,6528108.3,631001.97,"114001866","Muu kolme või enama korteriga elamu","kasutusel",260.5,"","","Jõgeva maakond, Jõgeva vald, Tooma küla, Tooma soojaam"
KV12367H3,true,"2016-07-21",ME01135557,6528923.35,670284.5,"114017339","Büroohoone","kasutusel",103.6,"","","Jõgeva maakond, Mustvee linn, Narva tn 108"
KV12368H4,true,"2011-04-08",ME01073417,6514687.72,639712.82,"114003534","Üksikelamu","kasutusel",88.5,"","","Jõgeva maakond, Jõgeva linn, Mustvee mnt 19"
KV12368H6,true,"2011-04-08",ME01073421,6514718.88,639673.35,"114003536","Üksikelamu","kasutusel",76.6,"","","Jõgeva maakond, Jõgeva linn, Mustvee mnt 19a"
KV1239H2,true,"2012-01-17",ME00640399,6585416.03,536104.7,"101020660","Kutseõppeasutuse õppehoone","kasutusel",3951.6,"E","","Harju maakond, Tallinn, Haabersti linnaosa, Astangu tn 27"
KV1239H3,true,"2012-01-17",ME01083058,6585388.47,536126.62,"120218095","Muu spordihoone","kasutusel",1653.1,"E","","Harju maakond, Tallinn, Haabersti linnaosa, Astangu tn 27"
KV1240H5,true,"2014-06-26",ME00653197,6588297.6,542205.3,"101036386","Administratiivhoone","kasutusel",1222.5,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Roosikrantsi tn 12"
KV1240H6,true,"2014-06-26",ME00653205,6588282.77,542177.38,"101036395","Administratiivhoone","kasutusel",363.0,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Roosikrantsi tn 12"
KV1240H7,true,"2014-06-26",ME00653206,6588273.17,542207.24,"101036396","Administratiivhoone","kasutusel",1094.9,"C","2011-11-28","Harju maakond, Tallinn, Kesklinna linnaosa, Roosikrantsi tn 12"
KV1241H1,true,"2012-02-21",ME00643278,6588552.98,542812.79,"101024389","Administratiivhoone","kasutusel",11176.7,"F","2010-12-17","Harju maakond, Tallinn, Kesklinna linnaosa, A. Lauteri tn 2 // Islandi väljak 1"
KV1242H1,true,"1997-11-22",ME01760557,6467336.24,659575.6,"120571369","Oksjoni-, turu- või näitusehall","kasutusel",881.6,"C","2014-05-09","Tartu maakond, Ülenurme vald, Ülenurme alevik, Muuseumi tn 2/1"
KV1242H2,true,"1997-11-22",ME01956166,6467315.77,659578.18,"120592158","Muuseum","kasutusel",322.5,"","","Tartu maakond, Ülenurme vald, Ülenurme alevik, Muuseumi tn 2/3"
KV1242H3,true,"1997-11-22",ME02256335,6467416.44,659684.24,"120639965","Muuseum","kasutusel",766.4,"C","2014-05-07","Tartu maakond, Ülenurme vald, Ülenurme alevik, Muuseumi tn 2/4"
KV1242H5,true,"1997-11-22",ME01759273,6467274.77,659660.93,"120551815","Muu toitlustushoone","kasutusel",77.1,"","","Tartu maakond, Ülenurme vald, Ülenurme alevik, Muuseumi tn 2/6"
KV1242H6,true,"1997-11-22",ME01759272,6467317.4,659535.05,"120297137","Muuseum","kasutusel",276.3,"D","2014-05-09","Tartu maakond, Ülenurme vald, Ülenurme alevik, Muuseumi tn 2/2"
KV1245H3,true,"2014-06-09",ME00968107,6415322.99,678992.59,"113021482","Büroohoone","kasutusel",237.2,"","","Võru maakond, Võru linn, Räpina mnt 5a"
KV12460H2,true,"1997-08-26",ME00678001,6585082.35,693237.92,"102023547","Kutseõppeasutuse õppehoone","kasutusel",17820.7,"D","2015-10-14","Ida-Viru maakond, Jõhvi vald, Jõhvi linn, Kutse tn 13"
KV12461H6,true,"1997-01-02",ME00659117,6592064.08,549636.56,"101043375","Põhikooli või gümnaasiumi õppehoonehoone","kasutusel",5105.3,"","","Harju maakond, Tallinn, Pirita linnaosa, Vabaõhukooli tee 7"
KV12470H1,true,"1998-02-03",ME03240902,6445477.38,561473.97,"120268643","Garaaž","kasutusel",288.9,"","","Pärnu maakond, Saarde vald, Tihemetsa alevik, Hooldekodu tee 8"
KV12473H1,true,"1998-02-03",ME03240901,6445564.78,561396.62,"103050238","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","kasutusel",257.8,"","","Pärnu maakond, Saarde vald, Tihemetsa alevik, Hooldekodu tee 7"
KV12611H10,true,"1997-07-16",ME01082524,6491318.65,591439.17,"112030485","Muu põllu-, metsa-, jahi- või kalamajandushoone","kasutusel",774.0,"","","Viljandi maakond, Suure-Jaani vald, Olustvere alevik, Talli tn 4"
KV12611H13,true,"1997-07-16",ME01851123,6491325.86,591150.12,"120309730","Loomakasvatushoone, sealhulgas karuslooma- või linnukasvatus","kasutusel",1024.2,"","","Viljandi maakond, Suure-Jaani vald, Olustvere alevik, Talli tn 2"
KV12611H16,true,"1997-07-17",ME01161867,6491519.52,591283.57,"120267922","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","kasutusel",436.0,"","","Viljandi maakond, Suure-Jaani vald, Olustvere alevik, Tiigi tn 2"
KV12611H22,true,"1997-07-17",EE01838908,6491564.82,591274.7,"120288370","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","kasutusel",895.0,"","","Viljandi maakond, Suure-Jaani vald, Olustvere alevik, Tiigi tn 4"
KV12611H24,true,"1997-07-17",ME00988397,6491155.34,590807.06,"112003175","Muu tööstuse laohoone","kasutusel",492.9,"","","Viljandi maakond, Suure-Jaani vald, Olustvere alevik, Jaamaküla tee 12"
KV12611H26,true,"1996-01-02",ME01112518,6491645.12,591226.59,"120247928","Kutseõppeasutuse õppehoone","kasutusel",5884.2,"","","Viljandi maakond, Suure-Jaani vald, Olustvere alevik, Müüri tn 4"
KV12611H3,true,"1996-01-02",EE01027480,6491431.54,591012.28,"120300749","Ühiselamu üliõpilastele või õpilastele","kasutusel",1020.8,"C","2011-12-02","Viljandi maakond, Suure-Jaani vald, Olustvere alevik, Rataskaevu tn 3"
KV12611H31,true,"1997-07-17",ME01082520,6491437.98,591455.69,"112030484","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","kasutusel",1588.0,"","","Viljandi maakond, Suure-Jaani vald, Olustvere alevik, Talli tn 6"
KV12611H33,true,"1997-07-17",ME01124247,6491236.44,591077.89,"120557364","Muuseum","kasutusel",201.2,"","","Viljandi maakond, Suure-Jaani vald, Olustvere alevik, Mõisa allee 1"
KV12611H34,true,"2003-01-09",ME01011734,6491411.96,591010.05,"120294716","Muu spordihoone","kasutusel",132.0,"","","Viljandi maakond, Suure-Jaani vald, Olustvere alevik, Rataskaevu tn 1"
KV12611H4,true,"1996-01-02",ME02148341,6491540.24,590934.96,"120620979","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","kasutusel",1963.5,"","","Viljandi maakond, Suure-Jaani vald, Olustvere alevik, Mõisa allee 12"
KV12611H7,true,"1997-07-16",ME03270859,6491520.02,591430.07,"120685017","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","kasutusel",336.0,"","","Viljandi maakond, Suure-Jaani vald, Olustvere alevik, Talli tn 5"
KV12611H8,true,"1997-07-16",EE01707106,6491501.05,591391.51,"112031654","Üksikelamu","kasutusel",209.4,"","","Viljandi maakond, Suure-Jaani vald, Olustvere alevik, Talli tn 3"
KV12613H1,true,"1997-04-28",ME00988727,6491728.41,590928.18,"112003288","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","kasutusel",2726.2,"C","2010-10-04","Viljandi maakond, Suure-Jaani vald, Olustvere alevik, Müüri tn 3"
KV12634H1,true,"1998-12-16",ME00991186,6471919.25,531601.28,"120279871","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","kasutusel",2121.7,"D","","Pärnu maakond, Pärnu linn, Niidupargi tn 10"
KV12654H1,true,"1997-01-17",ME00653147,6587785.83,542053.28,"101036329","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","kasutusel",5105.1,"B","","Harju maakond, Tallinn, Kesklinna linnaosa, Pärnu mnt 62/2"
KV12654H2,true,"1996-12-10",ME00653146,6587842.89,542083.23,"101036328","Ülikooli, rakenduskõrgkooli õppehoone","kasutusel",10116.4,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Pärnu mnt 62/1"
KV1275H1,true,"1997-01-06",ME01087725,6587225.42,539625.35,"120221727","Büroohoone","kasutusel",10792.2,"E","2009-09-29","Harju maakond, Tallinn, Kristiine linnaosa, Mustamäe tee 51"
KV1276H1,true,"1998-07-09",ME00934247,6540497.29,546228.52,"109026782","Büroohoone","kasutusel",271.0,"E","","Rapla maakond, Rapla vald, Rapla linn, Viljandi mnt 51"
KV1277H1,true,"1997-02-05",ME00956388,6405543.11,621072.47,"111031463","Muu büroo- või administratiivhoone","kasutusel",560.2,"A","2013-09-17","Valga maakond, Valga linn, Aia tn 17"
KV1279H1,true,"1997-02-19",ME02122898,6588913.73,541898.55,"101023148","Administratiivhoone","kasutusel",475.6,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Toom-Kooli tn 3"
KV1281H1,true,"1997-02-05",ME00922268,6581124.44,634860.1,"108011830","Büroohoone","kasutusel",993.2,"","","Lääne-Viru maakond, Rakvere linn, Tuleviku tn 14"
KV12821H1,true,"2012-06-28",ME03189207,6592174.69,550870.6,"120656822","Muu põllu-, metsa-, jahi- või kalamajandushoone","kasutusel",1331.8,"","","Harju maakond, Tallinn, Pirita linnaosa, Kiviaia tee 11c"
