kood,kasRegistrivara,arveleVoetud,ads_oid,x,y,ehrKood,peamineKasutusTekst,seisundTekst,kasulikPind,energiamargis,margiseAeg,aadresstekst
KL55833H27,true,"2014-05-22",ME00637768,6589754.02,543506.91,"101017099","Muu transpordihoone, nagu näiteks tuletorn","kasutusel",7213.0,"H","2010-08-12","Harju maakond, Tallinn, Kesklinna linnaosa, Lootsi tn 13/4"
KL55833H33,true,"2014-05-22",ME01086329,6589933.74,543066.41,"120220238","Muu transpordihoone, nagu näiteks tuletorn","kasutusel",152.7,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Sadama tn 25/2a"
KL55833H4,true,"2014-05-22",ME00637642,6589825.25,543265.89,"101016939","Muu erihoone","kasutusel",219.1,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Sadama tn 25/3a"
KL55833H5,true,"2014-05-22",ME00637648,6589637.55,543738.68,"101016949","Muu erihoone","kasutusel",1059.1,"F","","Harju maakond, Tallinn, Kesklinna linnaosa, Uus-Sadama tn 19/13"
KL55868H3,true,"2014-05-22",ME01089409,6586770.39,545479.14,"120223127","Lennujaam","kasutusel",29984.1,"G","2010-09-10","Harju maakond, Tallinn, Lasnamäe linnaosa, Tartu mnt 101"
KL55868H6,true,"2014-05-22",ME01089564,6587018.65,546111.05,"120223233","Muu teenindushoone","kasutusel",10218.7,"D","2010-09-14","Harju maakond, Tallinn, Lasnamäe linnaosa, Kesk-Sõjamäe tn 10a"
KL55901H1,true,"2014-05-23",ME01175368,6539886.14,426633.82,"115006435","Administratiivhoone","kasutusel",2117.1,"C","2013-10-11","Hiiu maakond, Hiiu vald, Kärdla linn, Leigri väljak 5"
KL55902H1,true,"2014-05-23",ME00911778,6541015.99,545577.2,"109017136","Administratiivhoone","kasutusel",5908.0,"C","2013-12-12","Rapla maakond, Rapla vald, Rapla linn, Tallinna mnt 14"
KL55903H1,true,"2014-05-23",ME00916744,6581388.1,633549.31,"108010099","Administratiivhoone","kasutusel",1510.8,"E","","Lääne-Viru maakond, Rakvere linn, F. R. Kreutzwaldi tn 5"
KL55904H1,true,"2014-05-23",ME00654280,6588854.26,542434.3,"101037630","Kohvik, baar või söökla","kasutusel",9700.5,"E","2010-02-03","Harju maakond, Tallinn, Kesklinna linnaosa, Müürivahe tn 22 // Pärnu mnt 10 // Suur-Karja tn 23"
KL55931H1,true,"2014-06-12",ME01172082,6521725.0,429184.11,"115004490","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","kasutusel",1647.1,"E","2015-12-09","Hiiu maakond, Käina vald, Käina alevik, Mäe tn 2"
KL55934H1,true,"2014-06-12",ME00800178,6458311.1,410816.58,"106004954","Büroohoone","kasutusel",760.9,"","","Saare maakond, Kuressaare linn, Pikk tn 30"
KL55935H2,true,"2014-06-04",ME00907376,6541053.06,545030.8,"109015658","Büroohoone","kasutusel",3629.0,"D","2013-12-12","Rapla maakond, Rapla vald, Sulupere küla, Kevade tn 10"
KL55946H1,true,"2013-04-17",ME00769970,6474554.68,659150.86,"104037485","Muuseum","kasutusel",2270.5,"C","2013-12-16","Tartu maakond, Tartu linn, Rüütli tn 15"
KL55947H1,true,"2014-06-04",ME01175368,6539886.14,426633.82,"115006435","Administratiivhoone","kasutusel",2117.1,"C","2013-10-11","Hiiu maakond, Hiiu vald, Kärdla linn, Leigri väljak 5"
KL55951H1,true,"2014-06-09",ME00653129,6586930.97,542011.5,"101036305","Muu büroo- või administratiivhoone","kasutusel",4042.3,"E","2009-08-07","Harju maakond, Tallinn, Kesklinna linnaosa, Pärnu mnt 102"
KL55953H1,true,"2014-07-10",ME00750707,6472621.53,660526.22,"104016771","Büroohoone","kasutusel",2354.6,"","","Tartu maakond, Tartu linn, Sõbra tn 43"
KL55955H1,true,"2014-06-10",ME01086941,6588137.43,541759.16,"120220828","Administratiivhoone","kasutusel",4801.9,"H","2009-08-13","Harju maakond, Tallinn, Kesklinna linnaosa, Lõkke tn 4"
KL55956H1,true,"2014-06-10",ME01081340,6526847.93,670164.75,"114004708","Administratiivhoone","kasutusel",160.9,"","","Jõgeva maakond, Mustvee linn, Pihkva tn 2"
KL55959H1,true,"1996-12-20",ME01026222,6470301.85,593623.59,"112015263","Muuseum","kasutusel",1344.4,"E","","Viljandi maakond, Viljandi linn, J. Laidoneri plats 10"
KL55960H1,true,"2014-06-10",ME01067711,6589658.98,738397.6,"120194619","Muu büroo- või administratiivhoone","kasutusel",1089.0,"G","2011-08-01","Ida-Viru maakond, Narva linn, Vestervalli tn 7"
KL55960H13,true,"2016-09-01",ME03339809,6589517.34,738434.73,"120693532","Muu transpordihoone, nagu näiteks tuletorn","kasutusel",1468.4,"C","2013-10-04","Ida-Viru maakond, Narva linn, Peterburi mnt 1"
KL55961H1,true,"2014-06-10",ME01086941,6588137.43,541759.16,"120220828","Administratiivhoone","kasutusel",4801.9,"H","2009-08-13","Harju maakond, Tallinn, Kesklinna linnaosa, Lõkke tn 4"
KL55962H1,true,"2014-06-10",ME01085970,6587759.19,541712.37,"120219920","Büroohoone","kasutusel",3074.0,"E","","Harju maakond, Tallinn, Kesklinna linnaosa, Väike-Ameerika tn 19"
KL55964H13,true,"2014-06-12",ME01661903,6584373.35,540056.25,"120563868","Büroohoone","kasutusel",10017.3,"D","2010-08-12","Harju maakond, Tallinn, Kristiine linnaosa, Tervise tn 30"
KL55967H1,true,"2014-06-11",ME01789204,6416217.72,713491.96,"110023524","Muu büroo- või administratiivhoone","kasutusel",711.0,"","","Põlva maakond, Värska vald, Koidula küla, Piiripunkti"
KL55969H1,true,"2014-06-12",ME01175606,6540466.38,428265.4,"115006679","Büroohoone","kasutusel",477.9,"G","2013-12-12","Hiiu maakond, Hiiu vald, Kärdla linn, Põllu tn 17"
KL55970H1,true,"2014-06-11",ME00655477,6588196.3,541613.07,"101038951","Büroohoone","kasutusel",2465.0,"F","2010-01-04","Harju maakond, Tallinn, Kesklinna linnaosa, Endla tn 10a"
KL55971H1,true,"2014-06-11",ME00655510,6588229.08,541679.45,"101038990","Administratiivhoone","kasutusel",3980.9,"F","2010-01-04","Harju maakond, Tallinn, Kesklinna linnaosa, Endla tn 8"
KL55974H1,true,"2014-06-11",ME01130014,6581408.77,633457.11,"120560973","Administratiivhoone","kasutusel",5970.3,"G","2013-11-23","Lääne-Viru maakond, Rakvere linn, F. R. Kreutzwaldi tn 5a"
KL55975H1,true,"2014-06-11",ME01913025,6416263.25,712298.01,"120587244","Raudteejaam","kasutusel",3144.1,"F","2013-10-03","Põlva maakond, Värska vald, Matsuri küla, Koidula raudteejaam 1"
KL55975H2,true,"2014-06-11",ME01964661,6416225.45,712017.99,"120598019","Muu tööstuse laohoone","kasutusel",1406.1,"B","","Põlva maakond, Värska vald, Matsuri küla, Koidula raudteejaam 1"
KL55981H1,true,"2014-06-11",ME00646025,6588247.54,542754.52,"101027837","Kohtuhoone","kasutusel",4116.0,"F","2010-01-04","Harju maakond, Tallinn, Kesklinna linnaosa, Kentmanni tn 13"
KL55982H1,true,"2014-06-12",ME00643451,6586092.97,541832.49,"101024616","Büroohoone","kasutusel",13909.7,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Pärnu mnt 142"
KL55984H1,true,"2014-06-12",ME00912356,6541197.52,545361.54,"109017301","Kohtuhoone","kasutusel",1187.7,"E","2010-01-04","Rapla maakond, Rapla vald, Rapla linn, Sauna tn 5"
KL55985H1,true,"2014-06-12",ME00647540,6588553.6,541814.69,"101029667","Administratiivhoone","kasutusel",2150.5,"F","2011-08-01","Harju maakond, Tallinn, Kesklinna linnaosa, Wismari tn 7"
KL55987H1,true,"2014-06-12",ME00840297,6438579.08,680428.23,"110009896","Büroohoone","kasutusel",2357.6,"D","2013-05-28","Põlva maakond, Põlva vald, Põlva linn, Võru tn 12"
KL55989H1,true,"2014-10-21",ME01711141,6588662.52,738637.35,"120568624","Raudteejaam","kasutusel",759.8,"","","Ida-Viru maakond, Narva linn, Vaksali tn 22"
KL55990H1,true,"2014-06-12",ME00912356,6541197.52,545361.54,"109017301","Kohtuhoone","kasutusel",1187.7,"E","2010-01-04","Rapla maakond, Rapla vald, Rapla linn, Sauna tn 5"
KL55992H1,true,"2014-06-12",ME00912356,6541197.52,545361.54,"109017301","Kohtuhoone","kasutusel",1187.7,"E","2010-01-04","Rapla maakond, Rapla vald, Rapla linn, Sauna tn 5"
KL55995H1,true,"2014-06-12",ME00987702,6415514.81,678000.49,"113026364","Kohtuhoone","kasutusel",1023.0,"E","2013-10-23","Võru maakond, Võru linn, Vabaduse tn 13"
KL55997H1,true,"2014-06-12",EE01086481,6588345.34,542041.1,"120220396","Büroohoone","kasutusel",2291.6,"D","2012-06-05","Harju maakond, Tallinn, Kesklinna linnaosa, Tõnismägi 3a"
KL55998H1,true,"2014-06-12",ME00913446,6581118.88,633976.57,"108008683","Büroohoone","kasutusel",353.0,"","","Lääne-Viru maakond, Rakvere linn, Pikk tn 32"
KL55999H1,true,"2014-06-12",ME00939920,6405718.93,621232.94,"111024354","Muu büroo- või administratiivhoone","kasutusel",635.4,"","","Valga maakond, Valga linn, Vabaduse tn 10"
KL56000H1,true,"2014-06-12",ME00939920,6405718.93,621232.94,"111024354","Muu büroo- või administratiivhoone","kasutusel",635.4,"","","Valga maakond, Valga linn, Vabaduse tn 10"
KL56005H1,true,"2014-06-19",ME01657001,6588451.75,541763.06,"101034445","Büroohoone","kasutusel",1306.7,"F","2013-10-23","Harju maakond, Tallinn, Kesklinna linnaosa, Toompuiestee 7"
KL56005H2,true,"2014-06-19",ME03280359,6588446.34,541746.7,"120686534","Garaaž","kasutusel",126.9,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Toompuiestee 7"
KL56007H1,true,"2014-06-19",ME00705896,6471656.25,529130.67,"103015983","Kohtuhoone","kasutusel",1331.5,"G","2013-12-12","Pärnu maakond, Pärnu linn, Rüütli tn 19"
KL56008H1,true,"2014-06-19",ME00729509,6471621.83,529207.73,"103044436","Kohtuhoone","kasutusel",2491.2,"E","2010-01-04","Pärnu maakond, Pärnu linn, Kuninga tn 22"
KL56010H1,true,"2014-06-19",ME01175606,6540466.38,428265.4,"115006679","Büroohoone","kasutusel",477.9,"G","2013-12-12","Hiiu maakond, Hiiu vald, Kärdla linn, Põllu tn 17"
KL56013H2,true,"2014-06-19",ME00817454,6457756.1,410977.91,"106024499","Büroohoone","kasutusel",587.6,"D","2012-06-06","Saare maakond, Kuressaare linn, Lossi tn 4a"
KL56018H1,true,"2014-06-18",ME01112421,6589020.97,542063.11,"120247859","Büroohoone","kasutusel",1856.0,"F","2010-01-04","Harju maakond, Tallinn, Kesklinna linnaosa, Kohtu tn 8"
KL56027H1,true,"2014-06-19",ME00658799,6587918.08,542573.65,"101042986","Administratiivhoone","kasutusel",2169.1,"H","2010-01-04","Harju maakond, Tallinn, Kesklinna linnaosa, Tatari tn 39"
KL56041H1,true,"2014-06-19",ME00655165,6587922.76,544337.59,"101038606","Administratiivhoone","kasutusel",3554.7,"F","2010-01-04","Harju maakond, Tallinn, Lasnamäe linnaosa, Tartu mnt 85"
KL56043H1,true,"2014-06-22",ME00857436,6528848.69,590432.91,"107012861","Kohtuhoone","kasutusel",3077.6,"G","2013-10-11","Järva maakond, Paide linn, Tallinna tn 18"
KL56055H1,true,"1997-02-05",ME00956388,6405543.11,621072.47,"111031463","Muu büroo- või administratiivhoone","kasutusel",560.2,"A","2013-09-17","Valga maakond, Valga linn, Aia tn 17"
KL56060H1,true,"2014-06-19",ME00857436,6528848.69,590432.91,"107012861","Kohtuhoone","kasutusel",3077.6,"G","2013-10-11","Järva maakond, Paide linn, Tallinna tn 18"
KL56065H1,true,"2014-06-19",ME00782359,6534491.61,473228.23,"105000735","Büroohoone","kasutusel",771.8,"D","2013-12-12","Lääne maakond, Haapsalu linn, Ehte tn 9"
KL56066H1,true,"2014-06-22",ME00857436,6528848.69,590432.91,"107012861","Kohtuhoone","kasutusel",3077.6,"G","2013-10-11","Järva maakond, Paide linn, Tallinna tn 18"
KL56067H1,true,"2014-06-19",ME02031346,6514326.09,638822.57,"120603789","Administratiivhoone","kasutusel",2091.8,"C","2010-07-15","Jõgeva maakond, Jõgeva linn, Suur tn 1"
KL56068H1,true,"2014-06-19",ME01175606,6540466.38,428265.4,"115006679","Büroohoone","kasutusel",477.9,"G","2013-12-12","Hiiu maakond, Hiiu vald, Kärdla linn, Põllu tn 17"
KL56076H1,true,"2014-06-22",ME00915105,6581512.75,634102.19,"108009467","Kohtuhoone","kasutusel",1252.6,"E","2011-08-01","Lääne-Viru maakond, Rakvere linn, Rohuaia tn 8"
KL56077H1,true,"2014-06-19",ME02031346,6514326.09,638822.57,"120603789","Administratiivhoone","kasutusel",2091.8,"C","2010-07-15","Jõgeva maakond, Jõgeva linn, Suur tn 1"
KL56089H1,true,"2014-06-19",ME00689993,6589727.27,687067.17,"102038339","Muu tervishoiuhoone, nagu näiteks vereülekandejaam","kasutusel",1288.2,"G","2010-01-04","Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Ravi tn 10c"
KL56093H1,true,"2014-06-19",ME00782699,6535060.21,472968.41,"105001098","Kohtuhoone","kasutusel",1603.2,"F","2010-01-04","Lääne maakond, Haapsalu linn, Sadama tn 21"
KL56094H1,true,"2014-06-19",ME00782699,6535060.21,472968.41,"105001098","Kohtuhoone","kasutusel",1603.2,"F","2010-01-04","Lääne maakond, Haapsalu linn, Sadama tn 21"
KL56095H1,true,"2014-06-22",ME02031346,6514326.09,638822.57,"120603789","Administratiivhoone","kasutusel",2091.8,"C","2010-07-15","Jõgeva maakond, Jõgeva linn, Suur tn 1"
KL56096H1,true,"2014-06-22",ME02031346,6514326.09,638822.57,"120603789","Administratiivhoone","kasutusel",2091.8,"C","2010-07-15","Jõgeva maakond, Jõgeva linn, Suur tn 1"
KL56106H1,true,"2014-06-22",ME01074649,6470573.98,593806.7,"112027412","Kohtuhoone","kasutusel",1886.2,"F","2011-08-01","Viljandi maakond, Viljandi linn, Koidu tn 5 // Posti tn 22"
KL56108H1,true,"2014-07-10",ME00911778,6541015.99,545577.2,"109017136","Administratiivhoone","kasutusel",5908.0,"C","2013-12-12","Rapla maakond, Rapla vald, Rapla linn, Tallinna mnt 14"
KL56109H1,true,"2014-06-22",ME00776981,6473836.21,659464.89,"104045147","Kohtuhoone","kasutusel",9784.0,"E","2010-12-22","Tartu maakond, Tartu linn, Kalevi tn 1"
KL56111H1,true,"2014-06-22",ME00676799,6589988.97,714365.67,"102021891","Büroohoone","kasutusel",1459.8,"F","2013-11-25","Ida-Viru maakond, Sillamäe linn, I. Pavlovi tn 4"
KL56113H1,true,"2014-07-24",ME00783197,6534468.94,473453.0,"105001624","Muu büroo- või administratiivhoone","kasutusel",1275.6,"F","2013-12-12","Lääne maakond, Haapsalu linn, Lossiplats 4"
KL56117H1,true,"1997-01-06",ME01087725,6587225.42,539625.35,"120221727","Büroohoone","kasutusel",10792.2,"E","2009-09-29","Harju maakond, Tallinn, Kristiine linnaosa, Mustamäe tee 51"
KL56120H1,true,"2014-06-25",ME00782359,6534491.61,473228.23,"105000735","Büroohoone","kasutusel",771.8,"D","2013-12-12","Lääne maakond, Haapsalu linn, Ehte tn 9"
KL56121H1,true,"2014-06-25",ME00706407,6473935.87,529066.03,"103016730","Büroohoone","kasutusel",3037.0,"D","2012-11-28","Pärnu maakond, Pärnu linn, Roheline tn 64"
KL56122H1,true,"2014-07-24",ME00799003,6457632.7,410915.13,"106003642","Administratiivhoone","kasutusel",747.4,"E","2013-12-12","Saare maakond, Kuressaare linn, Lossi tn 12"
KL56123H1,true,"2014-06-25",ME01074998,6514479.82,638830.58,"114003775","Muu büroo- või administratiivhoone","kasutusel",1656.8,"F","2010-08-24","Jõgeva maakond, Jõgeva linn, Aia tn 2"
KL56124H1,true,"2014-07-24",ME02153761,6458135.86,411708.4,"120622110","Administratiivhoone","kasutusel",3158.0,"C","2011-04-04","Saare maakond, Kuressaare linn, Transvaali tn 58"
KL56125H1,true,"2014-06-25",ME00911778,6541015.99,545577.2,"109017136","Administratiivhoone","kasutusel",5908.0,"C","2013-12-12","Rapla maakond, Rapla vald, Rapla linn, Tallinna mnt 14"
KL56130H1,true,"2014-07-24",ME00915256,6581742.91,634282.27,"108009548","Büroohoone","kasutusel",1045.2,"G","","Lääne-Viru maakond, Rakvere linn, Tallinna tn 30"
KL56131H1,true,"2014-07-24",ME00658133,6588309.43,542871.31,"101042117","Ülikooli, rakenduskõrgkooli õppehoone","kasutusel",1520.3,"H","2010-12-20","Harju maakond, Tallinn, Kesklinna linnaosa, Lembitu tn 12"
KL56132H1,true,"2014-07-24",ME00642795,6588690.8,543325.22,"101023793","Büroohoone","kasutusel",1694.6,"D","","Harju maakond, Tallinn, Kesklinna linnaosa, Pronksi tn 12"
KL56133H1,true,"2014-07-24",ME01074805,6514125.87,638495.19,"114003742","Büroohoone","kasutusel",794.9,"E","2009-05-18","Jõgeva maakond, Jõgeva linn, Ristiku tn 3"
KL56134H1,true,"2014-07-24",ME00752252,6476278.75,658424.83,"104018438","Administratiivhoone","kasutusel",3183.3,"E","","Tartu maakond, Tartu linn, Põllu tn 1a"
KL56136H1,true,"2014-07-24",ME01644322,6589595.22,686451.39,"102011731","Muu büroo- või administratiivhoone","kasutusel",818.0,"E","","Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Pärna tn 24b"
KL56138H1,true,"2014-07-24",EE03149571,6415518.54,678165.71,"113031164","Büroohoone","kasutusel",6277.4,"","","Võru maakond, Võru linn, Jüri tn 19a"
KL56139H1,true,"2014-06-23",EE03349594,6581728.85,634258.25,"108008627","Büroohoone","kasutusel",773.4,"","","Lääne-Viru maakond, Rakvere linn, Tallinna tn 28"
KL56140H1,true,"2014-06-23",ME00773675,6472899.95,657632.57,"104041667","Teadus- ja metoodikaasutuse hoone","kasutusel",11967.6,"","","Tartu maakond, Tartu linn, Ravila tn 19"
KL56141H1,true,"2014-06-23",ME01065970,6472018.11,532048.64,"120192897","Haigla","kasutusel",35011.7,"C","","Pärnu maakond, Pärnu linn, Ristiku tn 1"
KL56143H1,true,"2014-06-23",ME01652471,6456028.37,641758.53,"104028207","Muu teenindushoone","kasutusel",961.4,"B","","Tartu maakond, Elva linn, Kesk tn 17"
KL56144H1,true,"2014-06-23",ME01106081,6503217.54,614516.3,"114011311","Postimaja, sidejaoskond või postkontor","kasutusel",703.6,"","","Jõgeva maakond, Põltsamaa linn, Silla tn 2"
KL56145H1,true,"2014-06-23",ME00985958,6441516.09,591074.38,"117003263","Muu büroo- või administratiivhoone","kasutusel",825.3,"","","Viljandi maakond, Karksi vald, Karksi-Nuia linn, Pärnu mnt 8"
KL56146H1,true,"2014-06-24",ME00974727,6437934.92,647319.96,"111037369","Büroohoone","kasutusel",2762.4,"","","Valga maakond, Otepää vald, Otepää linn, Lipuväljak 13"
KL56147H1,true,"2014-06-24",ME03158716,6444840.9,704232.56,"120649778","Administratiivhoone","kasutusel",1322.0,"E","","Põlva maakond, Räpina vald, Räpina linn, Kooli tn 1"
KL56148H1,true,"2014-06-24",ME00941259,6430729.53,613691.49,"111025099","Büroohoone","kasutusel",552.9,"","","Valga maakond, Tõrva linn, Tartu tn 6"
KL56149H1,true,"2014-06-24",ME00939920,6405718.93,621232.94,"111024354","Muu büroo- või administratiivhoone","kasutusel",635.4,"","","Valga maakond, Valga linn, Vabaduse tn 10"
KL56150H1,true,"2014-06-24",EE03149571,6415518.54,678165.71,"113031164","Büroohoone","kasutusel",6277.4,"","","Võru maakond, Võru linn, Jüri tn 19a"
KL56151H1,true,"2014-06-24",ME01899452,6473570.4,658591.89,"104038403","Ülikooli, rakenduskõrgkooli õppehoone","kasutusel",4203.6,"","","Tartu maakond, Tartu linn, Tiigi tn 78"
KL56152H1,true,"2014-06-24",ME01899452,6473570.4,658591.89,"104038403","Ülikooli, rakenduskõrgkooli õppehoone","kasutusel",4203.6,"","","Tartu maakond, Tartu linn, Tiigi tn 78"
KL56153H1,true,"2014-06-24",ME01688030,6438539.35,680458.25,"110009747","Büroohoone","kasutusel",1273.0,"D","","Põlva maakond, Põlva vald, Põlva linn, Metsa tn 1"
KL56154H1,true,"2014-06-24",ME01022842,6589430.47,738127.29,"118009652","Büroohoone","kasutusel",4078.0,"","","Ida-Viru maakond, Narva linn, Kosmonaudi tn 4"
KL56155H1,true,"2014-06-24",ME01644212,6583825.66,668728.83,"102007947","Büroohoone","kasutusel",332.2,"","","Ida-Viru maakond, Kiviõli linn, Vabaduse pst 16"
KL56156H5,true,"2014-06-25",ME01783335,6575384.05,523389.07,"116060471","Büroohoone","kasutusel",2881.1,"F","","Harju maakond, Keila linn, Paldiski mnt 21"
KL56157H1,true,"2014-06-25",ME01111620,6606128.23,597294.91,"116043628","Büroohoone","kasutusel",944.7,"E","","Harju maakond, Loksa linn, Tallinna tn 45"
KL56158H1,true,"2014-06-25",ME01061472,6593942.62,557776.86,"116030989","Büroohoone","kasutusel",885.2,"C","","Harju maakond, Maardu linn, Karjääri tn 7"
KL56159H1,true,"2014-06-25",ME00643451,6586092.97,541832.49,"101024616","Büroohoone","kasutusel",13909.7,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Pärnu mnt 142"
KL56160H1,true,"2014-06-25",ME00924580,6528556.85,524247.54,"109022297","Büroohoone","kasutusel",1548.9,"D","2014-08-12","Rapla maakond, Märjamaa vald, Märjamaa alev, Tehnika tn 11"
KL56161H1,true,"2014-06-25",EE03211372,6557542.79,600434.87,"107017191","Koolieelne lasteasutus (lastesõim, -aed, päevakodu, lasteaed-algkool)","kasutusel",2215.3,"D","","Järva maakond, Ambla vald, Aravete alevik, Lasteaia tn 4"
KL56162H1,true,"2014-06-25",EE00846952,6519801.39,582637.74,"107009012","Muu büroo- või administratiivhoone","kasutusel",2212.2,"E","","Järva maakond, Türi vald, Türi linn, F. J. Wiedemanni tn 1"
KL56163H1,true,"2014-06-25",ME00787186,6505372.94,490444.04,"105006111","Muu sidehoone, nagu näiteks taksofoni kabiin","kasutusel",847.2,"","","Lääne maakond, Lihula vald, Lihula linn, Tallinna mnt 19"
KL56164H1,true,"2014-06-25",ME00697051,6445792.6,556033.65,"103006312","Administratiivhoone","kasutusel",900.6,"E","","Pärnu maakond, Saarde vald, Kilingi-Nõmme linn, Nõmme tn 22"
KL56165H1,true,"2014-06-27",ME01175368,6539886.14,426633.82,"115006435","Administratiivhoone","kasutusel",2117.1,"C","2013-10-11","Hiiu maakond, Hiiu vald, Kärdla linn, Leigri väljak 5"
KL56177H1,true,"1997-02-13",ME01074998,6514479.82,638830.58,"114003775","Muu büroo- või administratiivhoone","kasutusel",1656.8,"F","2010-08-24","Jõgeva maakond, Jõgeva linn, Aia tn 2"
KL56266H1,true,"2014-06-27",ME00840297,6438579.08,680428.23,"110009896","Büroohoone","kasutusel",2357.6,"D","2013-05-28","Põlva maakond, Põlva vald, Põlva linn, Võru tn 12"
KL56267H1,true,"2014-06-27",ME00840297,6438579.08,680428.23,"110009896","Büroohoone","kasutusel",2357.6,"D","2013-05-28","Põlva maakond, Põlva vald, Põlva linn, Võru tn 12"
KL56268H10,true,"2014-06-27",ME00657354,6587189.9,543023.13,"101041224","Muu spordihoone","kasutusel",734.0,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Magasini tn 35"
KL56268H13,true,"2014-06-27",EE00657359,6587251.68,543185.03,"101041229","Erihooldekodu","kasutusel",318.9,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Magasini tn 35"
KL56268H19,true,"2014-06-27",ME00657375,6587304.84,543063.3,"101041245","Muu erihoone","kasutusel",505.5,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Magasini tn 35"
KL56268H2,true,"2014-06-27",EE00657337,6587195.69,542952.47,"101041205","Ühiselamu üliõpilastele või õpilastele","kasutusel",867.6,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Magasini tn 35"
KL56268H3,true,"2014-06-27",EE00657341,6587209.99,542971.91,"101041209","Ühiselamu üliõpilastele või õpilastele","kasutusel",735.3,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Magasini tn 35"
KL56268H4,true,"2014-06-27",EE00657343,6587224.46,542991.77,"101041212","Ühiselamu üliõpilastele või õpilastele","kasutusel",734.5,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Magasini tn 35"
KL56268H5,true,"2014-06-27",ME00657346,6587251.85,543028.78,"101041215","Klubi, rahvamaja","kasutusel",471.0,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Magasini tn 35"
KL56270H1,true,"2014-06-27",ME00750767,6474179.73,658367.73,"104016838","Muu büroo- või administratiivhoone","kasutusel",1371.0,"G","2009-09-29","Tartu maakond, Tartu linn, Taara pst 2"
KL56270H2,true,"2014-06-27",ME00750768,6474164.99,658337.4,"104016839","Garaaž","kasutusel",331.2,"","","Tartu maakond, Tartu linn, Taara pst 2"
KL56271H1,true,"2014-06-27",ME01074998,6514479.82,638830.58,"114003775","Muu büroo- või administratiivhoone","kasutusel",1656.8,"F","2010-08-24","Jõgeva maakond, Jõgeva linn, Aia tn 2"
KL56272H1,true,"2014-06-30",ME00705896,6471656.25,529130.67,"103015983","Kohtuhoone","kasutusel",1331.5,"G","2013-12-12","Pärnu maakond, Pärnu linn, Rüütli tn 19"
KL56277H1,true,"2014-07-01",ME00655758,6581843.51,538636.33,"101039286","Büroohoone","kasutusel",10349.1,"E","","Harju maakond, Tallinn, Nõmme linnaosa, Hiiu tn 42"
KL56280H1,true,"2014-07-01",EE00911879,6540214.12,545720.65,"109017162","Muu kolme või enama korteriga elamu","kasutusel",3236.3,"E","2009-05-04","Rapla maakond, Rapla vald, Rapla linn, Mahlamäe tn 8"
KL56318H1,true,"2014-07-14",ME00706027,6471433.06,529845.14,"103016204","Büroohoone","kasutusel",5127.9,"","","Pärnu maakond, Pärnu linn, Suur-Sepa tn 16"
KL56320H1,true,"2014-07-14",ME01643712,6580941.3,634449.24,"108010947","Muu tervishoiuhoone, nagu näiteks vereülekandejaam","kasutusel",832.8,"A","","Lääne-Viru maakond, Rakvere linn, E. Vilde tn 2a"
KL56321H1,true,"2014-07-14",ME00812639,6457908.82,411174.22,"106020635","Kontserdi- ja universaalsaalide hoone","kasutusel",2070.1,"","","Saare maakond, Kuressaare linn, Tallinna tn 6"
KL56322H1,true,"2014-07-14",ME00664451,6585145.04,693611.06,"102006370","Muu büroo- või administratiivhoone","kasutusel",1631.8,"","","Ida-Viru maakond, Jõhvi vald, Jõhvi linn, Rakvere tn 17"
KL56325H1,true,"2014-07-14",ME00760203,6473716.74,658867.73,"104026859","Büroohoone","kasutusel",1519.9,"","","Tartu maakond, Tartu linn, Õpetaja tn 9a"
KL56332H1,true,"2014-07-14",EE00921285,6581636.48,634407.54,"108011604","Muu kolme või enama korteriga elamu","kasutusel",844.3,"","","Lääne-Viru maakond, Rakvere linn, Võidu tn 38"
KL56333H1,true,"2014-07-14",EE00921285,6581636.48,634407.54,"108011604","Muu kolme või enama korteriga elamu","kasutusel",844.3,"","","Lääne-Viru maakond, Rakvere linn, Võidu tn 38"
KL56353H1,true,"2014-10-22",EE00668012,6581553.49,695147.69,"102011439","Muu kolme või enama korteriga elamu","kasutusel",3342.6,"","","Ida-Viru maakond, Kohtla-Järve linn, Ahtme linnaosa, Estonia pst 38"
KL56361H1,true,"2015-09-03",ME00679398,6584513.77,694628.6,"102025248","Kontserdi- ja universaalsaalide hoone","kasutusel",1454.5,"C","2011-01-07","Ida-Viru maakond, Jõhvi vald, Jõhvi linn, Pargi tn 40"
