kood,kasRegistrivara,arveleVoetud,ads_oid,x,y,ehrKood,peamineKasutusTekst,seisundTekst,kasulikPind,energiamargis,margiseAeg,aadresstekst
KV13527H1,true,"2007-08-08",ME01927301,6521252.67,439470.19,"120275741","Muu transpordihoone, nagu näiteks tuletorn","kasutusel",94.2,"","","Hiiu maakond, Pühalepa vald, Salinõmme küla, Kaitseala sadam"
KV13528H1,true,"2012-03-07",ME01087739,6521385.6,439427.53,"120540805","Jäätmehoidla hoone","kasutusel",17.0,"","","Hiiu maakond, Pühalepa vald, Salinõmme küla, Värava"
KV1355H1,true,"2012-02-21",,,,"101042466","","",317.3,"","",""
KV1355H2,true,"2012-02-21",,,,"101042467","","",44.2,"","",""
KV1355H3,true,"2012-02-21",,,,"101042468","","",125.9,"","",""
KV1356H1,true,"1997-07-18",,,,"107020995","","",270.3,"","",""
KV1356H2,true,"2000-03-10",,,,"107019800","","",78.7,"","",""
KV13617H1,true,"1997-10-02",ME00763188,,,"104030071","Muu tööstuse laohoone","kasutusel",20.2,"","","Tartu maakond, Nõo vald, Tõravere alevik, Torni tn 4"
KV13617H2,true,"1998-01-08",ME00763187,,,"104030070","Muu erihoone","kasutusel",132.8,"","","Tartu maakond, Nõo vald, Tõravere alevik, Torni tn 4"
KV13618H1,true,"1998-01-09",ME00656706,6584553.16,534191.6,"101040460","Büroohoone","kasutusel",1110.0,"","","Harju maakond, Tallinn, Haabersti linnaosa, Paldiski mnt 245/1"
KV13618H2,true,"1998-01-09",ME00656709,,,"101040463","Kaevumaja","kasutusel",12.9,"","","Harju maakond, Tallinn, Haabersti linnaosa, Paldiski mnt 245"
KV13618H3,true,"1998-01-09",EE00656708,6584487.96,534138.21,"101040462","Ühiselamu üliõpilastele või õpilastele","kasutusel",224.2,"","","Harju maakond, Tallinn, Haabersti linnaosa, Paldiski mnt 245/2"
KV13618H4,true,"1998-01-09",ME00656707,,,"101040461","Vedelkütuse-, gaasi- jm terminali hoidlahoone","kasutusel",104.2,"","","Harju maakond, Tallinn, Haabersti linnaosa, Paldiski mnt 245"
KV1368H1,true,"1999-01-04",,,,"120565832","","",1300.3,"","",""
KV13690H1,true,"1999-01-28",,,,"116030155","","",172.9,"","",""
KV13691H1,true,"1998-07-14",,,,"116028632","","",80.2,"","",""
KV13692H1,true,"1998-07-14",,,,"116028631","","",388.5,"","",""
KV13693H1,true,"1997-11-04",,,,"","","",,"","",""
KV1369H1,true,"1996-04-03",ME00953753,6405812.65,620967.67,"111030606","Büroohoone","kasutusel",3153.7,"C","2013-09-16","Valga maakond, Valga linn, Kesk tn 12"
KV1369H2,true,"1997-05-12",ME00953755,,,"111030607","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",193.9,"","","Valga maakond, Valga linn, Kesk tn 12"
KV1370H1,true,"1997-10-01",,,,"101035847","","",0.0,"","",""
KV13779H1,true,"2011-11-15",,,,"","","",,"","",""
KV13779H2,true,"2011-11-15",,,,"","","",,"","",""
KV13779H3,true,"2011-11-15",,,,"","","",,"","",""
KV1379H1,true,"1997-10-13",,,,"","","",,"","",""
KV1380H1,true,"1997-10-13",,,,"","","",,"","",""
KV1380H2,true,"1999-09-27",,,,"","","",,"","",""
KV1381H1,true,"1998-01-27",,,,"","","",,"","",""
KV1381H2,true,"2011-07-04",,,,"","","",,"","",""
KV1382H1,true,"1997-11-27",,,,"","","",,"","",""
KV1383H1,true,"2011-07-07",,,,"","","",,"","",""
KV1383H2,true,"2011-07-07",,,,"","","",,"","",""
KV1383H3,true,"2011-07-07",,,,"","","",,"","",""
KV1383H4,true,"2011-07-07",,,,"","","",,"","",""
KV1383H5,true,"2011-07-07",,,,"","","",,"","",""
KV1384H1,true,"2011-07-06",,,,"","","",,"","",""
KV1384H2,true,"2011-07-06",,,,"","","",,"","",""
KV1391H1,true,"1997-01-06",,,,"","","",,"","",""
KV1391H2,true,"1997-01-06",,,,"","","",,"","",""
KV1392H1,true,"1997-01-06",,,,"","","",,"","",""
KV13959H1,true,"2005-07-11",,,,"","","",,"","",""
KV14086H1,true,"1997-12-15",,,,"115001203","","",99.4,"","",""
KV14086H2,true,"1997-12-15",,,,"115001205","","",42.0,"","",""
KV14086H3,true,"1997-12-15",,,,"115001204","","",212.0,"","",""
KV1409H1,true,"2005-12-27",,,,"","Muuseum","kasutusel",1000.0,"","",""
KV1411H2,true,"2014-06-09",ME03210046,6406162.7,620739.39,"120662881","Administratiivhoone","kasutusel",667.4,"F","","Valga maakond, Valga linn, Tartu tn 6"
KV1414H10,true,"2014-07-08",ME01643944,6598332.2,611625.0,"108042875","Muu lühiajalise majutuse hoone","kasutusel",25.0,"","","Lääne-Viru maakond, Vihula vald, Võsupere küla, Ojaäärse õppebaas"
KV1414H11,true,"2014-07-08",ME01643945,6598395.97,611677.11,"108042876","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",55.0,"","","Lääne-Viru maakond, Vihula vald, Võsupere küla, Ojaäärse õppebaas"
KV1414H12,true,"2014-07-08",ME01643946,6598291.93,611733.24,"108042877","Kaevumaja","kasutusel",18.0,"","","Lääne-Viru maakond, Vihula vald, Võsupere küla, Ojaäärse õppebaas"
KV1414H13,true,"2014-07-08",ME01643947,6598320.76,611705.93,"108042919","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",72.0,"","","Lääne-Viru maakond, Vihula vald, Võsupere küla, Ojaäärse õppebaas"
KV1414H8,true,"2014-07-08",EE01643942,6598342.3,611661.61,"108042873","Üksikelamu","kasutusel",70.7,"","","Lääne-Viru maakond, Vihula vald, Võsupere küla, Ojaäärse õppebaas"
KV1414H9,true,"2014-07-08",ME01643943,6598308.42,611686.41,"108042874","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","kasutusel",342.7,"H","","Lääne-Viru maakond, Vihula vald, Võsupere küla, Ojaäärse õppebaas/1"
KV1415H1,true,"2005-10-12",ME01103110,6471029.61,660334.3,"120242952","Büroohoone","kasutusel",1273.0,"E","","Tartu maakond, Tartu linn, Sepa tn 23"
KV14260H10,true,"2015-02-20",ME01954073,6458733.66,537873.83,"103030850","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",69.5,"","","Pärnu maakond, Surju vald, Rabaküla, Surju kontor"
KV14260H7,true,"2015-02-20",EE01954067,6458774.36,537836.69,"103030835","Muu kolme või enama korteriga elamu","kasutusel",423.1,"","","Pärnu maakond, Surju vald, Rabaküla, Surju kontor"
KV14260H8,true,"2015-02-20",ME01954069,6458754.07,537861.14,"103030843","Muu transpordihoone, nagu näiteks tuletorn","kasutusel",140.6,"","","Pärnu maakond, Surju vald, Rabaküla, Surju kontor"
KV14260H9,true,"2015-02-20",ME01954072,6458751.04,537841.5,"103030847","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",66.0,"","","Pärnu maakond, Surju vald, Rabaküla, Surju kontor"
KV1427H1,true,"1998-04-29",,,,"","","",,"","",""
KV1427H2,true,"1998-04-29",,,,"","","",,"","",""
KV1427H3,true,"1998-05-26",,,,"","","",,"","",""
KV1428H1,true,"1998-04-24",ME00760650,6476334.6,659993.33,"104027337","Maneež","kasutusel",219.8,"","","Tartu maakond, Tartu linn, Narva mnt 175"
KV1429H1,true,"2011-07-06",,,,"","","",,"","",""
KV14308H1,true,"1998-02-25",,,,"","","",,"","",""
KV1430H1,true,"1997-09-01",,,,"","","",,"","",""
KV1430H2,true,"2000-03-09",,,,"","","",,"","",""
KV14313H1,true,"2001-09-20",,,,"","Muu erihoone","kasutusel",57.7,"","",""
KV1431H1,true,"1997-12-05",,,,"","Muu tööstuse laohoone","kasutusest maas",40.1,"","",""
KV14414H1,true,"2005-09-21",,,,"","","",,"","",""
KV14415H1,true,"2005-10-14",,,,"","","",,"","",""
KV14415H2,true,"2005-10-14",,,,"","","",,"","",""
KV14415H3,true,"2005-10-14",,,,"","","",,"","",""
KV14415H4,true,"2005-09-21",,,,"","","",,"","",""
KV14416H1,true,"2005-09-21",,,,"","","",,"","",""
KV1441H1,true,"1997-07-31",,,,"","Muu tööstuse laohoone","kasutusel",525.0,"","",""
KV1441H2,true,"1997-07-31",,,,"","Muu garaaž","kasutusel",697.0,"","",""
KV1441H3,true,"1997-07-31",,,,"","Muu garaaž","kasutusel",55.0,"","",""
KV1441H4,true,"1997-07-31",,,,"","Büroohoone","kasutusel",1400.0,"","",""
KV1441H5,true,"1998-12-14",,,,"","Muu erihoone","kasutusel",80.0,"","",""
KV1441H6,true,"2002-09-26",,,,"","Muu tööstusharu tootmishoone","kasutusel",672.6,"","",""
KV14469H1,true,"2005-09-23",ME00773998,6472665.63,657655.41,"104042008","Teadus- ja metoodikaasutuse hoone","kasutusel",8917.0,"F","2010-01-20","Tartu maakond, Tartu linn, Nooruse tn 1"
KV14470H1,true,"1998-06-22",,,,"","","",,"","",""
KV14471H1,true,"1999-06-16",,,,"","","",,"","",""
KV14472H1,true,"1999-06-16",,,,"","","",,"","",""
KV14473H1,true,"2001-07-24",,,,"01 0030016612","","",70.6,"","",""
KV14474H1,true,"1999-06-29",,,,"","","",,"","",""
KV14475H1,true,"1999-06-29",,,,"","","",,"","",""
KV14476H1,true,"2002-11-12",,,,"","","",,"","",""
KV14478H1,true,"1999-07-08",,,,"","","",,"","",""
KV14479H1,true,"2002-07-01",,,,"","","",,"","",""
KV14480H1,true,"2000-01-11",,,,"","","",,"","",""
KV14481H1,true,"2000-02-21",,,,"","","",,"","",""
KV14483H1,true,"1998-04-14",,,,"","","",,"","",""
KV14507H1,true,"1998-10-01",,,,"","","",,"","",""
KV14508H1,true,"1999-09-29",,,,"","","",,"","",""
KV14509H1,true,"1999-09-29",,,,"","","",,"","",""
KV1460H1,true,"1997-10-31",ME03296128,6435281.16,647118.26,"120688290","Muuseum","kasutusel",77.0,"","","Valga maakond, Otepää vald, Nüpli küla, Nüpli-Lõhmuse"
KV1460H2,true,"1997-10-31",ME03296129,,,"120688293","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",65.0,"","","Valga maakond, Otepää vald, Nüpli küla, Nüpli-Lõhmuse"
KV1460H3,true,"1997-10-31",ME03296127,,,"120688289","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",127.0,"","","Valga maakond, Otepää vald, Nüpli küla, Nüpli-Lõhmuse"
KV1460H4,true,"1997-10-31",ME03296126,,,"120688288","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",11.0,"","","Valga maakond, Otepää vald, Nüpli küla, Nüpli-Lõhmuse"
KV1461H1,true,"1997-10-31",ME00771511,6473611.08,658974.56,"104039263","Muuseum","kasutusel",9151.6,"","","Tartu maakond, Tartu linn, Vanemuise tn 42"
KV1462H1,true,"1996-11-27",,,,"","","",,"","",""
KV14636H1,true,"2008-12-12",ME01011739,6496066.95,656103.46,"120294718","Loomasööda hoidla","kasutusel",239.5,"","","Jõgeva maakond, Tabivere vald, Elistvere küla, Piisoni"
KV14636H3,true,"2012-01-11",ME02208171,,,"120635696","Muu põllu-, metsa-, jahi- või kalamajandushoone","kasutusel",107.3,"","","Jõgeva maakond, Tabivere vald, Elistvere küla, Piisoni"
KV1463H2,true,"2014-06-10",ME01658240,6474311.46,528796.78,"120192361","Administratiivhoone","kasutusel",678.0,"H","","Pärnu maakond, Pärnu linn, Tallinna mnt 76"
KV1464H1,true,"2001-03-06",ME00879677,,,"107020390","Büroohoone","kasutusel",360.5,"G","","Järva maakond, Paide linn, Ringtee 4"
KV1465H1,true,"2004-01-28",,,,"","","",,"","",""
KV1465H2,true,"2003-03-11",,,,"","","",,"","",""
KV1465H3,true,"2003-03-11",,,,"","","",,"","",""
KV1465H4,true,"1997-03-21",,,,"","","",,"","",""
KV1465H5,true,"1997-03-21",,,,"","","",,"","",""
KV1466H1,true,"1996-12-20",,,,"","Muuseum","kasutusel",97.3,"","",""
KV1466H2,true,"1996-12-20",ME01026222,6470301.85,593623.59,"112015263","Muuseum","kasutusel",1344.4,"E","","Viljandi maakond, Viljandi linn, J. Laidoneri plats 10"
KV1466H3,true,"1996-12-02",,,,"","Muuseum","kasutusel",503.0,"","",""
KV14674H1,true,"1998-01-09",ME01724184,,,"106026307","Büroohoone","kasutusel",171.6,"","","Saare maakond, Kihelkonna vald, Vilsandi küla, Ilmajaama"
KV14674H2,true,"2014-08-11",ME01724185,,,"106026308","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",23.7,"","","Saare maakond, Kihelkonna vald, Vilsandi küla, Ilmajaama"
KV14674H3,true,"2014-08-11",ME01724186,,,"106026309","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",31.6,"","","Saare maakond, Kihelkonna vald, Vilsandi küla, Ilmajaama"
KV1467H2,true,"2013-04-19",ME02012321,6403624.34,695444.33,"120602278","Põhikooli või gümnaasiumi õppehoonehoone","kasutusel",2644.2,"","","Võru maakond, Vastseliina vald, Vastseliina alevik, Võidu tn 32"
KV1468H1,true,"1997-05-08",,,,"120802146","Büroohoone","kasutusel",1096.9,"","",""
KV1470H2,true,"2014-06-10",ME00915482,6581332.81,633609.62,"108009659","Büroohoone","kasutusel",873.1,"H","","Lääne-Viru maakond, Rakvere linn, Vallikraavi tn 2"
KV1471H1,true,"1997-09-16",,,,"","","",,"","",""
KV14726H1,true,"2012-05-11",ME01643537,6543546.25,449323.7,"105014912","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",28.7,"","","Lääne maakond, Vormsi vald, Saxby küla, Panga"
KV14726H2,true,"2012-05-11",ME01643538,6543557.99,449335.81,"105014913","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",4.3,"","","Lääne maakond, Vormsi vald, Saxby küla, Panga"
KV1473H1,true,"1996-12-09",ME03307187,6588109.64,542074.42,"120690153","Arhiiv","kasutusel",2122.1,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Tõnismägi 16"
KV1473H2,true,"1996-07-29",ME00651398,,,"101034186","Muu büroo- või administratiivhoone","kasutusel",1788.2,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Tõnismägi 16"
KV1475H1,true,"1997-06-04",,,,"","","",,"","",""
KV1475H2,true,"1997-06-04",,,,"","","",,"","",""
KV1475H3,true,"1997-06-04",,,,"","","",,"","",""
KV1475H4,true,"1997-06-04",,,,"","","",,"","",""
KV1475H5,true,"1997-06-04",,,,"","","",,"","",""
KV1475H6,true,"1997-06-04",,,,"","","",,"","",""
KV1475H7,true,"1997-06-04",,,,"","","",,"","",""
KV1478H1,true,"1998-02-03",ME01180700,6526098.33,439234.92,"115012420","Kutseõppeasutuse õppehoone","kasutusel",75.6,"","","Hiiu maakond, Pühalepa vald, Suuremõisa küla, Lossi/3"
KV1478H2,true,"1998-02-03",ME01886075,6526080.61,439169.1,"115011413","Kutseõppeasutuse õppehoone","kasutusel",324.1,"","","Hiiu maakond, Pühalepa vald, Suuremõisa küla, Lossi/1"
KV1478H3,true,"1997-03-18",ME01179841,6526054.2,439163.01,"115011412","Muu spordihoone","kasutusel",1869.4,"","","Hiiu maakond, Pühalepa vald, Suuremõisa küla, Lossi/2"
KV1478H4,true,"1996-01-02",EE01180701,6526226.24,439455.15,"115012421","Ühiselamu üliõpilastele või õpilastele","kasutusel",1327.7,"","","Hiiu maakond, Pühalepa vald, Suuremõisa küla, Uus tn 2"
KV1478H5,true,"1996-01-02",ME01886077,6526152.21,439139.17,"115011181","Kutseõppeasutuse õppehoone","kasutusel",2954.4,"","","Hiiu maakond, Pühalepa vald, Suuremõisa küla, Lossi"
KV1479H1,true,"1995-12-20",,,,"101034593","","",616.1,"","",""
KV1479H2,true,"1997-02-17",,,,"101034595","","",62.0,"","",""
KV1479H3,true,"1995-12-20",,,,"101034594","","",69.2,"","",""
KV1479H4,true,"1997-02-17",,,,"101034596","","",69.6,"","",""
KV14819H1,true,"1998-07-14",,,,"103015548","","",48.2,"","",""
KV1481H1,true,"1998-11-05",,,,"","","",,"","",""
KV14820H1,true,"1998-02-12",,,,"116059752","","",373.8,"","",""
KV14820H2,true,"1998-02-12",,,,"116059757","","",27.0,"","",""
KV14820H3,true,"1998-02-12",,,,"116059754","","",468.0,"","",""
KV14820H4,true,"1998-02-12",,,,"116059756","","",48.0,"","",""
KV14820H5,true,"1998-02-12",,,,"116059758","","",96.0,"","",""
KV14825H1,true,"1996-11-14",,,,"","","",,"","",""
KV14825H2,true,"1996-11-14",,,,"","","",,"","",""
KV14825H3,true,"1996-11-14",,,,"","","",,"","",""
KV1488H1,true,"1998-01-06",ME03337195,,,"120693266","Muu erihoone","kasutusel",197.8,"","","Saare maakond, Kihelkonna vald, Undva küla, Undva piirivalvekordon"
KV1488H2,true,"1998-01-06",ME03337440,,,"120693324","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",22.7,"","","Saare maakond, Kihelkonna vald, Undva küla, Undva piirivalvekordon"
KV1488H3,true,"1998-01-06",EE03337187,,,"120693261","Üksikelamu","kasutusel",99.8,"","","Saare maakond, Kihelkonna vald, Undva küla, Undva piirivalvekordon"
KV1488H4,true,"1998-01-06",ME03337441,,,"120693325","Muu erihoone","kasutusel",54.7,"","","Saare maakond, Kihelkonna vald, Undva küla, Undva piirivalvekordon"
KV1488H5,true,"1998-01-06",ME03337196,,,"120693268","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",15.2,"","","Saare maakond, Kihelkonna vald, Undva küla, Undva piirivalvekordon"
KV1488H6,true,"1998-01-06",ME03337439,,,"120693323","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",25.7,"","","Saare maakond, Kihelkonna vald, Undva küla, Undva piirivalvekordon"
KV1488H7,true,"1998-01-06",ME03337438,,,"120693322","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",17.7,"","","Saare maakond, Kihelkonna vald, Undva küla, Undva piirivalvekordon"
KV1490H1,true,"2011-07-04",,,,"","","",,"","",""
KV1490H2,true,"2011-07-04",,,,"","","",,"","",""
KV1491H1,true,"2011-07-04",,,,"","","",,"","",""
KV1491H2,true,"2011-07-04",,,,"","","",,"","",""
KV14923H3,true,"2012-05-10",,,,"105006271","","",68.8,"","",""
KV14923H4,true,"2012-05-10",,,,"105006272","","",63.2,"","",""
KV14924H1,true,"1998-03-23",EE01646855,6395790.49,640039.69,"111029834","Üksikelamu","kasutusel",66.4,"","","Valga maakond, Taheva vald, Laanemetsa küla, Oore puhkemaja"
KV14924H5,true,"2014-08-15",ME01646856,,,"111029837","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",78.7,"","","Valga maakond, Taheva vald, Laanemetsa küla, Oore puhkemaja"
KV14924H6,true,"2014-08-15",ME01646857,,,"111029838","Loomakasvatushoone, sealhulgas karuslooma- või linnukasvatus","kasutusel",41.8,"","","Valga maakond, Taheva vald, Laanemetsa küla, Oore puhkemaja"
KV14924H7,true,"2014-08-15",ME01646858,6395746.44,640018.8,"111029840","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",11.2,"","","Valga maakond, Taheva vald, Laanemetsa küla, Oore puhkemaja"
KV1493H1,true,"1997-12-16",,,,"","","",,"","",""
KV1493H10,true,"1997-12-16",,,,"","","",,"","",""
KV1493H11,true,"1997-12-16",,,,"","","",,"","",""
KV1493H12,true,"1997-12-16",,,,"","","",,"","",""
KV1493H13,true,"1997-12-16",,,,"","","",,"","",""
KV1493H14,true,"1997-12-16",,,,"","","",,"","",""
KV1493H15,true,"1997-12-16",,,,"","","",,"","",""
KV1493H16,true,"1997-12-16",,,,"","","",,"","",""
KV1493H17,true,"1997-12-16",,,,"","","",,"","",""
KV1493H18,true,"1997-12-16",,,,"","","",,"","",""
KV1493H19,true,"1997-12-16",,,,"","","",,"","",""
KV1493H2,true,"1997-12-16",,,,"","","",,"","",""
KV1493H3,true,"1997-12-16",,,,"","","",,"","",""
KV1493H4,true,"1997-12-16",,,,"","","",,"","",""
KV1493H5,true,"1997-12-16",,,,"","","",,"","",""
KV1493H6,true,"1997-12-16",,,,"","","",,"","",""
KV1493H7,true,"1997-12-16",,,,"","","",,"","",""
KV1493H8,true,"1997-12-16",,,,"","","",,"","",""
KV1493H9,true,"1997-12-16",,,,"","","",,"","",""
KV1494H1,true,"1997-12-16",,,,"","","",,"","",""
KV1494H2,true,"1997-12-16",,,,"","","",,"","",""
KV14958H2,true,"1996-12-09",ME03217524,6534696.01,473213.14,"105001377","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","kasutusel",91.7,"","","Lääne maakond, Haapsalu linn, Suur-Mere tn 17"
KV14958H3,true,"1996-12-09",EE00782969,6534736.08,473216.64,"105001378","Ühiselamu üliõpilastele või õpilastele","kasutusel",5146.0,"D","","Lääne maakond, Haapsalu linn, Suur-Mere tn 17"
KV14959H1,true,"1996-12-09",ME00784542,6533394.44,474445.58,"105003033","Ilu- ja isikuteenust osutava ettevõtte hoone, nagu näiteks juuksuritöökoda, solaarium ja saun","kasutusel",109.3,"","","Lääne maakond, Haapsalu linn, Jalaka tn 64"
KV14959H2,true,"1996-12-09",ME03283939,6533376.24,474501.49,"120687052","Garaaž","kasutusel",125.0,"","","Lääne maakond, Haapsalu linn, Vahtra tn 2a"
KV1499H1,true,"1998-12-21",,,,"105002928","","",555.0,"","",""
KV1499H2,true,"2012-01-03",,,,"105002929","","",132.1,"","",""
KV15037H1,true,"1998-07-09",ME02234666,6564924.01,482630.68,"105014279","Muu lühiajalise majutuse hoone","kasutusel",117.8,"","","Lääne maakond, Nõva vald, Nõva küla, Nõva jahimaja"
KV15037H2,true,"2011-09-13",ME02234660,,,"120638399","Kaevumaja","kasutusel",10.8,"","","Lääne maakond, Nõva vald, Nõva küla, Nõva jahimaja"
KV15040H1,true,"1999-06-10",ME01125667,,,"120252584","Garaaž","kasutusel",45.5,"","","Saare maakond, Kuressaare linn, Arhiivi tn 1"
KV15040H2,true,"1999-06-10",ME00820762,6457673.56,412206.26,"106026090","Arhiiv","kasutusel",567.2,"B","","Saare maakond, Kuressaare linn, Arhiivi tn 1"
KV15041H1,true,"1999-06-10",ME01980740,6531492.94,473926.67,"120261029","Arhiiv","kasutusel",390.1,"C","","Lääne maakond, Haapsalu linn, Lihula mnt 22"
KV15105H2,true,"2012-06-21",,,,"103031449","","",138.1,"","",""
KV15106H5,true,"2012-06-21",EE01788717,6480921.25,545742.51,"103031447","Büroohoone","kasutusel",385.1,"","","Pärnu maakond, Tori vald, Randivälja küla, Metskonna"
KV15106H6,true,"2012-06-21",ME01788761,,,"103031448","Muu transpordihoone, nagu näiteks tuletorn","kasutusel",192.1,"","","Pärnu maakond, Tori vald, Randivälja küla, Metskonna"
KV15106H7,true,"2012-06-21",ME01788718,,,"103031450","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",81.7,"","","Pärnu maakond, Tori vald, Randivälja küla, Metskonna"
KV15106H8,true,"2012-06-21",ME01788719,,,"103031454","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",93.1,"","","Pärnu maakond, Tori vald, Randivälja küla, Metskonna"
KV15115H1,true,"1997-01-13",,,,"","","",,"","",""
KV15115H2,true,"1997-01-14",,,,"","","",,"","",""
KV15115H3,true,"1997-01-14",,,,"","","",,"","",""
KV15115H4,true,"1997-01-14",,,,"","","",,"","",""
KV15134H1,true,"1996-10-01",ME00640960,6585343.27,541452.29,"101021424","Kutseõppeasutuse õppehoone","kasutusel",6165.1,"C","2013-04-17","Harju maakond, Tallinn, Kesklinna linnaosa, Pärnu mnt 162/1"
KV15134H5,true,"2015-03-03",ME03240778,6585401.78,541406.3,"120671919","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","ehitamisel",3366.1,"B","2013-04-17","Harju maakond, Tallinn, Kesklinna linnaosa, Pärnu mnt 162/2"
KV15138H1,true,"1997-12-10",ME01074909,,,"112027533","Muu lühiajalise majutuse hoone","kasutusel",59.4,"","","Viljandi maakond, Kolga-Jaani vald, Vaibla küla, Kuku"
KV1513H1,true,"2003-10-08",ME00776981,6473836.21,659464.89,"104045147","Kohtuhoone","kasutusel",9784.0,"E","2010-12-22","Tartu maakond, Tartu linn, Kalevi tn 1"
KV1514H1,true,"1997-02-27",,,,"","","",,"","",""
KV1514H2,true,"1997-02-27",,,,"","","",,"","",""
KV1514H3,true,"1997-02-27",,,,"","","",,"","",""
KV1514H4,true,"1997-02-27",,,,"","","",,"","",""
KV1514H5,true,"1997-02-27",,,,"","","",,"","",""
KV1514H6,true,"1997-02-27",,,,"","","",,"","",""
KV1514H7,true,"1997-02-27",,,,"","","",,"","",""
KV1514H8,true,"1997-02-27",,,,"","","",,"","",""
KV15162H1,true,"1996-12-05",ME00940051,,,"108017448","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","kasutusel",2380.9,"","","Lääne-Viru maakond, Tapa vald, Tapa linn, Linda tn 4"
KV15162H2,true,"1996-12-11",ME00859316,,,"108040203","Mineraalväetiste või taimekaitsevahendite hoidla","kasutusel",75.8,"","","Lääne-Viru maakond, Tapa vald, Tapa linn, Linda tn 4"
KV15163H1,true,"1996-12-05",EE00940076,6570957.97,612270.51,"108017456","Lastekodu","kasutusel",2823.5,"","","Lääne-Viru maakond, Tapa vald, Tapa linn, Linda tn 10"
KV15235H1,true,"1999-09-29",EE00698177,6471067.19,536077.47,"103007699","Muu kolme või enama korteriga elamu","kasutusel",1356.7,"","","Pärnu maakond, Paikuse vald, Paikuse alev, Kooli tee 5"
KV15236H1,true,"2000-03-24",EE00697917,6471021.02,536165.15,"103007379","Muu kolme või enama korteriga elamu","kasutusel",1787.5,"D","2011-02-28","Pärnu maakond, Paikuse vald, Paikuse alev, Kooli tee 11"
KV15238H1,true,"2006-01-06",ME01980948,6579023.76,503493.65,"116038318","Muuseum","kasutusel",65.5,"","","Harju maakond, Paldiski linn, A. Adamsoni tn 3"
KV15302H1,true,"2004-02-23",,,,"","","",,"","",""
KV15303H1,true,"2004-02-23",,,,"","","",,"","",""
KV15304H2,true,"2014-07-04",ME01837443,6575140.79,536003.57,"120579048","Muu haridus- või teadushoone, nagu näiteks labor, õppetöökoda, ilmajaam ja observatoorium","kasutusel",971.0,"G","2014-05-08","Harju maakond, Saku vald, Juuliku küla, Juuliku söödalabor"
KV1540H1,true,"1997-08-20",ME01151529,6574056.75,525050.55,"116056056","Muuseum","kasutusel",1148.3,"D","","Harju maakond, Keila linn, Linnuse tn 9"
KV1540H2,true,"2006-01-17",ME01143073,6574084.15,525080.34,"120259020","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",97.2,"","","Harju maakond, Keila linn, Linnuse tn 9"
KV15465H1,true,"2008-09-18",,,,"120296380","","",422.8,"","",""
