kood,kasRegistrivara,arveleVoetud,ads_oid,x,y,ehrKood,peamineKasutusTekst,seisundTekst,kasulikPind,energiamargis,margiseAeg,aadresstekst
KL66043H2,true,"2016-05-31",ME01088385,,,"116037565","Muu tööstuse laohoone","kasutusel",30.6,"","","Harju maakond, Harku vald, Harku alevik, Uus tn 11"
KL66183H1,true,"2016-09-12",ME01647576,6528455.41,589765.17,"107006276","Büroohoone","kasutusel",1212.7,"F","","Järva maakond, Paide linn, Pärnu tn 58"
KL66200H1,true,"2017-01-23",ME00779449,6462757.91,648722.05,"104047686","Põhikooli või gümnaasiumi õppehoonehoone","kasutusel",2723.1,"","","Tartu maakond, Nõo vald, Nõo alevik, K. Aigro tn 3a"
KL66346H3,true,"2000-03-06",ME00840475,6529166.02,590390.09,"107006389","Kutseõppeasutuse õppehoone","kasutusel",2322.9,"C","2015-09-24","Järva maakond, Paide linn, Tallinna tn 46/1"
KL66346H7,true,"1997-01-17",ME00840476,6529137.46,590371.83,"107006390","Kutseõppeasutuse õppehoone","kasutusel",1257.7,"","","Järva maakond, Paide linn, Tallinna tn 46/3"
KL66429H1,true,"2016-07-13",ME01050513,6439224.33,681419.1,"120311434","Põhikooli või gümnaasiumi õppehoonehoone","kasutusel",4695.0,"D","2011-01-20","Põlva maakond, Põlva vald, Põlva linn, Lina tn 21"
KL66440H1,true,"2016-07-05",,,,"","","",,"","",""
KL66441H1,true,"2016-07-05",,,,"","","kasutusel",,"","",""
KL66442H1,true,"2016-07-06",,,,"","","kasutusel",470.0,"","",""
KL66483H1,true,"2016-06-30",ME01103531,,,"113002103","Muu tööstusharu tootmishoone","kasutusel",251.3,"","","Võru maakond, Antsla vald, Kraavi küla, Meistripunkti"
KL66487H1,true,"2016-07-06",,,,"","","",,"","",""
KL66488H1,true,"2016-07-06",,,,"","","",,"","",""
KL66489H1,true,"2016-07-06",,,,"","","",,"","",""
KL66490H1,true,"2016-07-26",,,,"","","",,"","",""
KL66491H1,true,"2016-07-26",,,,"","","",,"","",""
KL66525H1,true,"2016-07-26",,,,"","","",,"","",""
KL66526H1,true,"2016-07-26",,,,"","","",,"","",""
KL66527H1,true,"2016-07-28",,,,"","","",,"","",""
KL66528H1,true,"2016-07-28",,,,"","","",,"","",""
KL66529H1,true,"2016-07-28",,,,"","","",,"","",""
KL66530H1,true,"2016-07-28",,,,"","","",,"","",""
KL66531H1,true,"2016-07-28",,,,"","","",,"","",""
KL66532H1,true,"2016-07-28",,,,"","","",,"","",""
KL66533H1,true,"2016-07-28",,,,"","","",,"","",""
KL66534H1,true,"2016-07-28",,,,"","","",,"","",""
KL66577H1,true,"2016-08-01",,,,"","","",,"","",""
KL66578H1,true,"2016-08-01",,,,"","","",,"","",""
KL66579H1,true,"2016-08-01",,,,"","","",,"","",""
KL66580H1,true,"2016-08-02",,,,"","","",,"","",""
KL66581H1,true,"2016-08-02",,,,"","","",,"","",""
KL66582H1,true,"2016-08-02",,,,"","","",,"","",""
KL66583H1,true,"2016-08-02",,,,"","","",,"","",""
KL66584H1,true,"2016-08-02",,,,"","","",,"","",""
KL66585H1,true,"2016-08-02",,,,"","","",,"","",""
KL66586H1,true,"2016-08-25",,,,"","","",,"","",""
KL66587H1,true,"2016-08-03",,,,"","","",,"","",""
KL66588H1,true,"2016-08-03",,,,"","","",,"","",""
KL66589H1,true,"2016-08-03",,,,"","","",,"","",""
KL66591H3,true,"2016-08-29",,,,"","","",,"","",""
KL66703H1,true,"2016-07-13",ME01038846,6533475.18,473484.97,"120306712","Kauplus, mis ei ole toidukauplus","kasutusel",1339.2,"C","","Lääne maakond, Haapsalu linn, Jaama tn 15"
KL66704H1,true,"2016-07-15",ME01031498,6533477.26,473507.28,"120013795","Büroohoone","kasutusel",746.4,"","","Lääne maakond, Haapsalu linn, Jaama tn 17"
KL66705H1,true,"2016-10-25",ME01041001,6439767.84,680212.91,"120155420","Administratiivhoone","kasutusel",772.0,"","","Põlva maakond, Põlva vald, Mammaste küla, Keldrikaela tee 2"
KL66797H1,true,"2016-07-27",ME00769970,6474554.68,659150.86,"104037485","Muuseum","kasutusel",2270.5,"C","2013-12-16","Tartu maakond, Tartu linn, Rüütli tn 15"
KL66851H1,true,"2016-09-06",ME02063589,6471157.7,669037.8,"120606839","Huvialakooli õppehoone","kasutusel",150.0,"","","Tartu maakond, Mäksa vald, Kaagvere küla, Kaveri"
KL66852H5,true,"2016-09-06",ME00771552,6471188.52,669051.91,"104039305","Huvialakooli õppehoone","kasutusel",141.0,"","","Tartu maakond, Mäksa vald, Kaagvere küla, Mõisakoha/2"
KL66852H6,true,"2016-09-06",ME01690877,6471197.69,669037.53,"120567356","Huvialakooli õppehoone","kasutusel",27.0,"","","Tartu maakond, Mäksa vald, Kaagvere küla, Mõisakoha"
KL66871H1,true,"1998-01-15",EE01684711,6430732.72,542577.64,"103047591","Üksikelamu","kasutusel",264.8,"","","Pärnu maakond, Häädemeeste vald, Urissaare küla, Nigula looduskeskus"
KL66871H3,true,"2016-04-13",ME01684713,6430763.89,542576.61,"103047595","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",96.2,"","","Pärnu maakond, Häädemeeste vald, Urissaare küla, Nigula looduskeskus"
KL66871H4,true,"2016-04-13",ME01684714,6430766.6,542521.35,"103047596","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",46.7,"","","Pärnu maakond, Häädemeeste vald, Urissaare küla, Nigula looduskeskus"
KL66871H5,true,"2016-04-13",ME01684715,6430752.8,542511.18,"103047597","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",37.7,"","","Pärnu maakond, Häädemeeste vald, Urissaare küla, Nigula looduskeskus"
KL66871H7,true,"2016-05-26",,,,"120785216","Loomakasvatushoone, sealhulgas karuslooma- või linnukasvatus","kasutusel",109.6,"","",""
KL66872H1,true,"1998-01-15",EE01684711,6430732.72,542577.64,"103047591","Üksikelamu","kasutusel",264.8,"","","Pärnu maakond, Häädemeeste vald, Urissaare küla, Nigula looduskeskus"
KL66872H3,true,"2016-04-13",ME01684713,6430763.89,542576.61,"103047595","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",96.2,"","","Pärnu maakond, Häädemeeste vald, Urissaare küla, Nigula looduskeskus"
KL66872H4,true,"2016-04-13",ME01684714,6430766.6,542521.35,"103047596","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",46.7,"","","Pärnu maakond, Häädemeeste vald, Urissaare küla, Nigula looduskeskus"
KL66872H5,true,"2016-04-13",ME01684715,6430752.8,542511.18,"103047597","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",37.7,"","","Pärnu maakond, Häädemeeste vald, Urissaare küla, Nigula looduskeskus"
KL66890H1,true,"1997-02-17",ME00771350,6474581.88,661792.89,"104039082","Administratiivhoone","kasutusel",1496.2,"D","2009-07-03","Tartu maakond, Tartu linn, Rõõmu tee 2"
KL66946H1,true,"1997-02-17",ME00771350,6474581.88,661792.89,"104039082","Administratiivhoone","kasutusel",1496.2,"D","2009-07-03","Tartu maakond, Tartu linn, Rõõmu tee 2"
KL66993H5,true,"2016-09-29",ME01140608,,,"120257783","Garaaž","kasutusel",1101.3,"","","Saare maakond, Kuressaare linn, Marientali tee 27a"
KL66999H1,true,"2016-08-24",ME01019598,6579939.28,550893.97,"116018396","Klubi, rahvamaja","kasutusel",2740.2,"C","2011-12-27","Harju maakond, Rae vald, Jüri alevik, Aruküla tee 9"
KL67000H1,true,"2016-08-24",ME01654777,6592302.51,547262.37,"101004569","Büroohoone","kasutusel",1537.4,"","","Harju maakond, Tallinn, Pirita linnaosa, Kloostri tee 6"
KL67013H1,true,"2016-08-25",ME01011302,6587819.83,738528.17,"118000103","Sisekaitse- või kaitseväehoone","kasutusel",812.4,"D","2013-12-14","Ida-Viru maakond, Narva linn, Kose tn 6 // 6b"
KL67042H6,true,"2016-08-25",ME00647123,,,"101029175","Muu tööstuse laohoone","kasutusel",365.8,"","","Harju maakond, Tallinn, Kristiine linnaosa, Laki tn 5"
KL67290H1,true,"2016-09-07",ME00760210,6474383.96,659349.88,"104026866","Büroohoone","kasutusel",1241.4,"","","Tartu maakond, Tartu linn, Raekoja plats 20"
KL67458H1,true,"2016-09-14",ME00957846,6415788.19,677754.38,"113018958","Büroohoone","kasutusel",1988.1,"","","Võru maakond, Võru linn, Jüri tn 12"
KL67458H2,true,"2016-09-14",ME00957850,6415752.43,677754.69,"113018959","Garaaž","kasutusel",204.3,"","","Võru maakond, Võru linn, Jüri tn 12"
KL67609H1,true,"1997-02-17",ME00771350,6474581.88,661792.89,"104039082","Administratiivhoone","kasutusel",1496.2,"D","2009-07-03","Tartu maakond, Tartu linn, Rõõmu tee 2"
KL67735H1,true,"2016-09-20",ME00839714,,,"107005974","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",303.2,"","","Järva maakond, Paide linn, Rüütli tn 25"
KL67735H2,true,"2016-09-20",ME00839740,,,"107005975","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",79.8,"","","Järva maakond, Paide linn, Rüütli tn 25"
KL67735H4,true,"2016-09-20",ME00842369,6528444.73,590611.98,"107007165","Administratiivhoone","kasutusel",1999.6,"D","","Järva maakond, Paide linn, Rüütli tn 25"
KL67741H1,true,"2016-10-07",ME00752059,6471954.0,657291.57,"104018210","Sisekaitse- või kaitseväehoone","kasutusel",8167.0,"","","Tartu maakond, Tartu linn, Riia tn 132"
KL67743H1,true,"2016-10-07",ME00752601,6471935.71,657345.11,"104018846","Büroohoone","kasutusel",2080.8,"","","Tartu maakond, Tartu linn, Riia tn 130"
KL67746H1,true,"2016-10-07",,,,"120786663","Muu tööstuse laohoone","kasutusel",2001.1,"","",""
KL67764H1,true,"2016-09-20",ME00953753,6405812.65,620967.67,"111030606","Büroohoone","kasutusel",3153.7,"C","2013-09-16","Valga maakond, Valga linn, Kesk tn 12"
KL67911H1,true,"2016-10-24",ME00911778,6541015.99,545577.2,"109017136","Administratiivhoone","kasutusel",5908.0,"C","2013-12-12","Rapla maakond, Rapla vald, Rapla linn, Tallinna mnt 14"
KL67931H5,true,"2008-04-14",,,,"","Büroohoone","kasutusel",919.1,"","",""
KL68419H1,true,"2016-10-31",EE01714385,6561094.32,566334.21,"120263688","Ühiselamu teistele sotsiaalsetele gruppidele","kasutusel",4403.1,"C","","Harju maakond, Kose vald, Kose alevik, Hariduse tn 2a"
KL68450H1,true,"2016-10-19",ME01173623,,,"115005002","Muu büroo- või administratiivhoone","kasutusel",276.9,"H","","Hiiu maakond, Hiiu vald, Kärdla linn, Kõrgessaare mnt 18"
KL68450H2,true,"2016-10-19",ME01173627,,,"115005003","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",57.6,"","","Hiiu maakond, Hiiu vald, Kärdla linn, Kõrgessaare mnt 18"
KL68450H3,true,"2016-10-19",ME01017310,,,"120296929","Elamu, talu, kooli vms majapidamisabihoone, nagu näiteks kuur, individuaalgaraaž ja saun","kasutusel",106.2,"","","Hiiu maakond, Hiiu vald, Kärdla linn, Kõrgessaare mnt 18"
KL68517H1,true,"2016-10-19",EE01110173,6583829.19,541517.59,"120549809","Muu büroo- või administratiivhoone","kasutusel",748.2,"G","2013-12-10","Harju maakond, Tallinn, Nõmme linnaosa, Viljandi mnt 16"
KL68584H1,true,"2016-10-18",ME00643520,6588042.1,545829.13,"101024718","Büroohoone","kasutusel",5015.5,"C","2014-09-26","Harju maakond, Tallinn, Lasnamäe linnaosa, Väike-Paala tn 3"
KL68749H1,true,"2016-12-13",EE00634632,6590062.47,547810.21,"101012300","Muu kolme või enama korteriga elamu","kasutusel",6602.0,"","","Harju maakond, Tallinn, Lasnamäe linnaosa, Alvari tn 35"
KL68750H1,true,"2016-12-13",EE00634632,6590062.47,547810.21,"101012300","Muu kolme või enama korteriga elamu","kasutusel",6602.0,"","","Harju maakond, Tallinn, Lasnamäe linnaosa, Alvari tn 35"
KL68751H1,true,"2016-12-13",EE00634632,6590062.47,547810.21,"101012300","Muu kolme või enama korteriga elamu","kasutusel",6602.0,"","","Harju maakond, Tallinn, Lasnamäe linnaosa, Alvari tn 35"
KL68752H1,true,"2016-12-13",EE00636268,6589747.17,539731.11,"101014817","Muu kolme või enama korteriga elamu","kasutusel",5679.8,"E","2009-11-30","Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Ehte tn 3"
KL68753H1,true,"2016-12-13",EE01654814,6587749.21,543624.96,"101012237","Muu kolme või enama korteriga elamu","kasutusel",3191.4,"D","2011-03-21","Harju maakond, Tallinn, Kesklinna linnaosa, Filtri tee 8"
KL68812H1,true,"2016-12-13",EE01029848,6598304.39,545487.78,"116022504","Muu kolme või enama korteriga elamu","kasutusel",792.7,"","","Harju maakond, Viimsi vald, Pringi küla, Kimsi tee 11"
KL68813H1,true,"2016-12-13",EE00640226,6590062.42,549131.66,"101020445","Muu kolme või enama korteriga elamu","kasutusel",5230.1,"D","2010-01-25","Harju maakond, Tallinn, Lasnamäe linnaosa, Kivila tn 3"
KL68814H1,true,"2016-12-13",EE00633842,6590117.16,549281.36,"101011185","Muu kolme või enama korteriga elamu","kasutusel",12911.9,"E","2009-07-06","Harju maakond, Tallinn, Lasnamäe linnaosa, Kivila tn 5"
KL68815H1,true,"2016-12-13",EE01655643,6585801.63,539648.92,"101019964","Muu kolme või enama korteriga elamu","kasutusel",3526.3,"D","2009-07-06","Harju maakond, Tallinn, Mustamäe linnaosa, Kuklase tn 12"
KL68816H1,true,"2016-12-13",EE00634811,6589380.43,546555.37,"101012762","Muu kolme või enama korteriga elamu","kasutusel",3943.7,"E","2009-05-25","Harju maakond, Tallinn, Lasnamäe linnaosa, Liikuri tn 32"
KL68817H1,true,"2016-12-13",EE01893571,6587583.68,539350.26,"101030203","Muu kolme või enama korteriga elamu","kasutusel",439.5,"D","2010-01-13","Harju maakond, Tallinn, Kristiine linnaosa, Marja tn 4a"
KL68818H1,true,"2016-12-13",EE01655747,6585930.53,539744.58,"101019587","Muu kolme või enama korteriga elamu","kasutusel",5676.3,"D","2014-02-26","Harju maakond, Tallinn, Mustamäe linnaosa, Kuklase tn 4"
KL68819H1,true,"2016-12-13",EE01655867,6585447.66,538937.62,"101019897","Muu kolme või enama korteriga elamu","kasutusel",7431.2,"D","2011-09-30","Harju maakond, Tallinn, Mustamäe linnaosa, Mustamäe tee 175"
KL68820H1,true,"2016-12-13",EE01655525,6585065.77,538708.37,"101018280","Muu kolme või enama korteriga elamu","kasutusel",7439.9,"E","2009-08-27","Harju maakond, Tallinn, Mustamäe linnaosa, Mustamäe tee 195"
KL68821H1,true,"2016-12-13",EE01655872,6585684.77,541241.51,"101020532","Muu kolme või enama korteriga elamu","kasutusel",6197.9,"F","","Harju maakond, Tallinn, Kristiine linnaosa, Rivi tn 4"
KL68822H1,true,"2016-12-13",EE01655872,6585684.77,541241.51,"101020532","Muu kolme või enama korteriga elamu","kasutusel",6197.9,"F","","Harju maakond, Tallinn, Kristiine linnaosa, Rivi tn 4"
KL68823H1,true,"2016-12-13",EE01655872,6585684.77,541241.51,"101020532","Muu kolme või enama korteriga elamu","kasutusel",6197.9,"F","","Harju maakond, Tallinn, Kristiine linnaosa, Rivi tn 4"
KL68824H1,true,"2016-12-13",EE00633502,6589819.33,551119.39,"101010611","Muu kolme või enama korteriga elamu","kasutusel",5311.6,"E","2009-11-18","Harju maakond, Tallinn, Lasnamäe linnaosa, Sinimäe tn 11"
KL68825H1,true,"2016-12-13",EE01877549,6584690.0,538748.68,"101019622","Muu kolme või enama korteriga elamu","kasutusel",4809.4,"C","","Harju maakond, Tallinn, Mustamäe linnaosa, Sõpruse pst 251"
KL68826H1,true,"2016-12-13",EE01655742,6585611.35,539171.59,"101020898","Muu kolme või enama korteriga elamu","kasutusel",3525.6,"E","2009-09-14","Harju maakond, Tallinn, Mustamäe linnaosa, A. H. Tammsaare tee 101"
KL68827H1,true,"2016-12-13",EE00640346,6587194.82,540074.78,"101020597","Muu kolme või enama korteriga elamu","kasutusel",3524.2,"","","Harju maakond, Tallinn, Kristiine linnaosa, Tedre tn 77"
KL68828H1,true,"2016-12-13",EE00643950,6587983.54,541258.94,"101025288","Muu kolme või enama korteriga elamu","kasutusel",514.3,"","","Harju maakond, Tallinn, Kesklinna linnaosa, Tehnika tn 71"
KL68829H1,true,"2016-12-13",EE01654901,6585666.26,540936.37,"101014784","Muu kolme või enama korteriga elamu","kasutusel",441.7,"E","2010-11-18","Harju maakond, Tallinn, Kristiine linnaosa, Tondi tn 56"
KL68833H1,true,"2016-12-13",EE00635573,6589463.76,543715.46,"101013871","Muu kolme või enama korteriga elamu","kasutusel",1218.9,"F","2009-10-14","Harju maakond, Tallinn, Kesklinna linnaosa, Uus-Sadama tn 13"
KL68834H1,true,"2016-12-13",EE00636396,6580584.21,535987.2,"101014998","Muu kolme või enama korteriga elamu","kasutusel",2769.1,"D","2009-01-30","Harju maakond, Tallinn, Nõmme linnaosa, Vabaduse pst 211"
KL68835H1,true,"2016-12-13",EE00640261,6586921.31,536397.49,"101020487","Muu kolme või enama korteriga elamu","kasutusel",1969.6,"E","2009-11-16","Harju maakond, Tallinn, Haabersti linnaosa, Õismäe tee 143"
KL68836H1,true,"2016-12-13",EE00751290,6471664.75,659604.59,"104017386","Muu kolme või enama korteriga elamu","kasutusel",5681.4,"","","Tartu maakond, Tartu linn, Aardla tn 9a"
KL68837H1,true,"2016-12-13",EE00752017,6470701.25,659512.07,"104018165","Muu kolme või enama korteriga elamu","kasutusel",4983.7,"D","2009-02-13","Tartu maakond, Tartu linn, Alasi tn 32"
KL68839H1,true,"2016-12-13",EE00751363,6473583.09,661327.0,"104017463","Muu kolme või enama korteriga elamu","kasutusel",5872.0,"E","2009-02-26","Tartu maakond, Tartu linn, Kalda tee 14"
KL68840H1,true,"2016-12-13",EE00752139,6473125.54,662050.45,"104018302","Muu kolme või enama korteriga elamu","kasutusel",4553.0,"D","2011-02-17","Tartu maakond, Tartu linn, Kalda tee 46"
KL68841H1,true,"2016-12-13",EE00763689,6473620.17,661746.44,"104030609","Muu kolme või enama korteriga elamu","kasutusel",3224.6,"","","Tartu maakond, Tartu linn, Kaunase pst 3"
KL68842H1,true,"2016-12-13",EE00772527,6476619.73,659078.16,"104040395","Muu kolme või enama korteriga elamu","kasutusel",1591.0,"","","Tartu maakond, Tartu linn, Kummeli tn 15"
KL68843H1,true,"2016-12-13",EE00772527,6476619.73,659078.16,"104040395","Muu kolme või enama korteriga elamu","kasutusel",1591.0,"","","Tartu maakond, Tartu linn, Kummeli tn 15"
KL68844H1,true,"2016-12-13",EE00772527,6476619.73,659078.16,"104040395","Muu kolme või enama korteriga elamu","kasutusel",1591.0,"","","Tartu maakond, Tartu linn, Kummeli tn 15"
KL68850H1,true,"2016-12-13",EE00772527,6476619.73,659078.16,"104040395","Muu kolme või enama korteriga elamu","kasutusel",1591.0,"","","Tartu maakond, Tartu linn, Kummeli tn 15"
KL68851H1,true,"2016-12-13",EE00772527,6476619.73,659078.16,"104040395","Muu kolme või enama korteriga elamu","kasutusel",1591.0,"","","Tartu maakond, Tartu linn, Kummeli tn 15"
KL68858H1,true,"2016-12-13",EE00772527,6476619.73,659078.16,"104040395","Muu kolme või enama korteriga elamu","kasutusel",1591.0,"","","Tartu maakond, Tartu linn, Kummeli tn 15"
KL68859H1,true,"2016-12-13",EE00772527,6476619.73,659078.16,"104040395","Muu kolme või enama korteriga elamu","kasutusel",1591.0,"","","Tartu maakond, Tartu linn, Kummeli tn 15"
KL68861H1,true,"2016-12-13",EE00764627,6473926.39,662508.29,"104031602","Muu kolme või enama korteriga elamu","kasutusel",3768.7,"","","Tartu maakond, Tartu linn, Nõlvaku tn 17"
KL68862H1,true,"2016-12-13",EE01795099,6415882.34,678388.7,"113021262","Muu kolme või enama korteriga elamu","kasutusel",3945.8,"","","Võru maakond, Võru linn, Kooli tn 1"
KL68863H1,true,"2016-12-13",EE01646775,6415461.2,677744.75,"113021282","Muu kolme või enama korteriga elamu","kasutusel",4331.3,"E","2010-01-08","Võru maakond, Võru linn, F. R. Kreutzwaldi tn 22"
KL68864H1,true,"2016-12-13",EE00965148,6415099.66,678087.45,"113020710","Muu kolme või enama korteriga elamu","kasutusel",3697.0,"E","2011-10-24","Võru maakond, Võru linn, F. R. Kreutzwaldi tn 56b"
KL68865H1,true,"2016-12-13",EE00967968,6413028.26,678507.59,"113021450","Muu kolme või enama korteriga elamu","kasutusel",1402.3,"","","Võru maakond, Võru linn, Laane tn 3"
KL68866H1,true,"2016-12-13",EE00967942,6412935.55,678465.22,"113021445","Muu kolme või enama korteriga elamu","kasutusel",2707.0,"E","","Võru maakond, Võru linn, Laane tn 4"
KL68867H1,true,"2016-12-13",EE00967942,6412935.55,678465.22,"113021445","Muu kolme või enama korteriga elamu","kasutusel",2707.0,"E","","Võru maakond, Võru linn, Laane tn 4"
KL68868H1,true,"2016-12-13",EE00967918,6412940.67,678506.7,"113021439","Muu kolme või enama korteriga elamu","kasutusel",2012.0,"","","Võru maakond, Võru linn, Laane tn 6"
KL68869H1,true,"2016-12-13",EE00967918,6412940.67,678506.7,"113021439","Muu kolme või enama korteriga elamu","kasutusel",2012.0,"","","Võru maakond, Võru linn, Laane tn 6"
KL68870H1,true,"2016-12-13",EE00965548,6415077.34,678283.59,"113020801","Muu kolme või enama korteriga elamu","kasutusel",3242.9,"","","Võru maakond, Võru linn, Petseri tn 19"
KL68871H1,true,"2016-12-13",EE00964600,6415590.06,677888.91,"113020582","Muu kolme või enama korteriga elamu","kasutusel",2530.1,"","","Võru maakond, Võru linn, Jüri tn 20b"
KL68872H1,true,"2016-12-13",EE00964600,6415590.06,677888.91,"113020582","Muu kolme või enama korteriga elamu","kasutusel",2530.1,"","","Võru maakond, Võru linn, Jüri tn 20b"
KL68873H1,true,"2016-12-13",EE00965764,6416575.95,677148.01,"113020853","Muu kolme või enama korteriga elamu","kasutusel",3232.7,"F","","Võru maakond, Võru linn, Kivi tn 10"
KL68874H1,true,"2016-12-13",EE00967722,6414711.84,678985.28,"113021375","Muu kolme või enama korteriga elamu","kasutusel",5286.9,"E","2010-03-03","Võru maakond, Võru linn, Koreli tn 26"
KL68875H1,true,"2016-12-13",EE00967781,6414530.22,679014.06,"113021393","Muu kolme või enama korteriga elamu","kasutusel",2192.2,"F","2013-05-27","Võru maakond, Võru linn, Luha tn 29"
KL68876H1,true,"2016-12-13",EE00924012,6581604.65,634439.58,"108012195","Muu kolme või enama korteriga elamu","kasutusel",1889.3,"E","2011-01-28","Lääne-Viru maakond, Rakvere linn, Võidu tn 42"
KL68877H1,true,"2016-12-13",EE01654804,6586067.96,538972.34,"101010602","Muu kolme või enama korteriga elamu","kasutusel",9629.2,"D","2009-03-26","Harju maakond, Tallinn, Mustamäe linnaosa, Mustamäe tee 84"
KL68954H1,true,"2016-10-27",ME00643520,6588042.1,545829.13,"101024718","Büroohoone","kasutusel",5015.5,"C","2014-09-26","Harju maakond, Tallinn, Lasnamäe linnaosa, Väike-Paala tn 3"
KL68954H3,true,"2016-10-27",ME00643523,,,"101024723","Muu tööstuse laohoone","kasutusel",31.9,"","","Harju maakond, Tallinn, Lasnamäe linnaosa, Väike-Paala tn 3"
KL68980H1,true,"2016-10-27",ME00643520,6588042.1,545829.13,"101024718","Büroohoone","kasutusel",5015.5,"C","2014-09-26","Harju maakond, Tallinn, Lasnamäe linnaosa, Väike-Paala tn 3"
KL68989H1,true,"2016-10-28",ME01087750,6586576.32,541359.27,"120221753","Büroohoone","kasutusel",959.0,"F","2014-05-13","Harju maakond, Tallinn, Kristiine linnaosa, Västriku tn 2b"
KL69009H1,true,"2016-10-31",ME03329296,,,"120692279","Muu erihoone","kasutusel",205.5,"E","","Valga maakond, Valga linn, Tartu tn 79"
KL69009H2,true,"2016-10-31",ME03329309,,,"120692282","Garaaž","kasutusel",214.0,"","","Valga maakond, Valga linn, Tartu tn 79"
KL69013H1,true,"2016-10-31",ME00783533,6534487.02,473632.67,"105002005","Veterinaarravila","kasutusel",439.4,"D","2014-05-08","Lääne maakond, Haapsalu linn, Jaani tn 8"
KL69015H1,true,"2016-10-31",ME03329414,6534448.43,473684.24,"120692299","Garaaž","kasutusel",234.5,"","","Lääne maakond, Haapsalu linn, Vee tn 6"
KL69016H1,true,"2016-12-13",EE00648147,6591084.88,539020.96,"101030415","Muu kolme või enama korteriga elamu","kasutusel",10614.6,"","","Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Maleva tn 1"
KL69017H1,true,"2016-11-06",ME01167092,6521821.45,429595.01,"115002762","Büroohoone","kasutusel",206.7,"","","Hiiu maakond, Käina vald, Käina alevik, Hiiu mnt 3"
KL69199H1,true,"2016-11-06",ME03333155,6438494.39,679594.25,"120692775","Büroohoone","kasutusel",1287.5,"F","2014-05-09","Põlva maakond, Põlva vald, Põlva linn, Puuri tee 1"
KL69200H1,true,"2016-11-06",ME01647576,6528455.41,589765.17,"107006276","Büroohoone","kasutusel",1212.7,"F","","Järva maakond, Paide linn, Pärnu tn 58"
KL69201H1,true,"2016-11-06",ME00911246,6540240.73,545354.8,"109016979","Büroohoone","kasutusel",919.1,"D","2014-05-08","Rapla maakond, Rapla vald, Rapla linn, Kuusiku tee 6"
KL69202H1,true,"2016-11-06",ME00706368,6472628.48,526912.26,"103016678","Veterinaarravila","kasutusel",2278.8,"A","","Pärnu maakond, Pärnu linn, Haapsalu mnt 86"
KL69203H1,true,"2016-11-06",ME00706368,6472628.48,526912.26,"103016678","Veterinaarravila","kasutusel",2278.8,"A","","Pärnu maakond, Pärnu linn, Haapsalu mnt 86"
KL69204H1,true,"2016-11-06",ME00911246,6540240.73,545354.8,"109016979","Büroohoone","kasutusel",919.1,"D","2014-05-08","Rapla maakond, Rapla vald, Rapla linn, Kuusiku tee 6"
KL69205H1,true,"2016-11-06",ME01647576,6528455.41,589765.17,"107006276","Büroohoone","kasutusel",1212.7,"F","","Järva maakond, Paide linn, Pärnu tn 58"
KL69207H1,true,"2016-11-06",ME03333155,6438494.39,679594.25,"120692775","Büroohoone","kasutusel",1287.5,"F","2014-05-09","Põlva maakond, Põlva vald, Põlva linn, Puuri tee 1"
KL69208H1,true,"2016-11-06",ME00911246,6540240.73,545354.8,"109016979","Büroohoone","kasutusel",919.1,"D","2014-05-08","Rapla maakond, Rapla vald, Rapla linn, Kuusiku tee 6"
KL69210H1,true,"2016-11-06",ME01647576,6528455.41,589765.17,"107006276","Büroohoone","kasutusel",1212.7,"F","","Järva maakond, Paide linn, Pärnu tn 58"
KL69211H1,true,"2016-11-06",ME03333155,6438494.39,679594.25,"120692775","Büroohoone","kasutusel",1287.5,"F","2014-05-09","Põlva maakond, Põlva vald, Põlva linn, Puuri tee 1"
KL69212H1,true,"2016-11-06",ME01759272,6467317.4,659535.05,"120297137","Muuseum","kasutusel",276.3,"D","2014-05-09","Tartu maakond, Ülenurme vald, Ülenurme alevik, Muuseumi tn 2/2"
KL69212H10,true,"2016-11-06",,,,"120765722","Muuseum","kasutusel",854.0,"","",""
KL69212H11,true,"2016-11-06",,,,"120765738","Muu tööstuse laohoone","kasutusel",495.0,"","",""
KL69212H2,true,"2016-11-06",ME01759273,6467274.77,659660.93,"120551815","Muu toitlustushoone","kasutusel",77.1,"","","Tartu maakond, Ülenurme vald, Ülenurme alevik, Muuseumi tn 2/6"
